Raw_Title,Raw_ArXiv_or_DOI,Source_File,Issue,Notes
"Large Language Models: A Comprehensive Survey of its Applications, Challenges, Limitations, and Future Prospects",10.36227/techrxiv.23589741.v3,citation_expansion,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Larger language models do in-context learning differently,arXiv:2303.03846v2,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Latent Poincaré Shaping for Agentic Reinforcement Learning,arXiv:2602.09375v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Learning Abstractions for Hierarchical Planning in Program-Synthesis Agents,arXiv:2602.00929v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Learning Generative Selection for Best-of-N,arXiv:2602.02143v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Learning Latent Dynamics for Planning from Pixels,arXiv:1811.04551,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Learning Query-Specific Rubrics from Human Preferences for DeepResearch Report Generation,arXiv:2602.03619v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Learning Self-Correction in Vision-Language Models via Rollout Augmentation,arXiv:2602.08503v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Learning to Combat Compounding-Error in Model-Based Reinforcement Learning,arXiv:1912.11206v1,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Learning to Configure Agentic AI Systems,arXiv:2602.11574v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Learning to Evict from Key-Value Cache,arXiv:2602.10238v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Learning to Generate Better Than Your LLM,arXiv:2306.11816v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Learning to Inject: Automated Prompt Injection via Reinforcement Learning,arXiv:2602.05746v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Learning to Model the World with Language,arXiv:2308.01399v2,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Learning to Reason without External Rewards,arXiv:2505.19590v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Learning User Interests via Reasoning and Distillation for Cross-Domain News Recommendation,arXiv:2602.15005v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Likelihood-Based Reward Designs for General LLM Reasoning,arXiv:2602.03979v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
LLM-based Agentic Workflow on Verbal and Non-verbal Audiovisual Perceptions and Actions for Proactive Situated Human-Robot Interactions,10.1145/3765766.3765797,citation_expansion,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Logic-RL: Unleashing LLM Reasoning with Rule-Based Reinforcement Learning,arXiv:2502.14768v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Long Chain-of-Thought Compression via Fine-Grained Group Policy Optimization,arXiv:2602.10048v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
LongR: Unleashing Long-Context Reasoning via Reinforcement Learning with Dense Utility Rewards,arXiv:2602.05758v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
MAC-AMP: A Closed-Loop Multi-Agent Collaboration System for Multi-Objective Antimicrobial Peptide Design,arXiv:2602.14926v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Magnetic reconnection as the origin of X-ray jets and Hα surges on the Sun,10.1038/375042a0,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Mamba: Linear-Time Sequence Modeling with Selective State Spaces,arXiv:2312.00752v2,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
MAPLE: Modality-Aware Post-training and Learning Ecosystem,arXiv:2602.11596v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",arXiv:1911.08265v2,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Med3D-R1: Incentivizing Clinical Reasoning in 3D Medical Vision-Language Models for Abnormality Diagnosis,arXiv:2602.01200v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
MedXIAOHE: A Comprehensive Recipe for Building Medical MLLMs,arXiv:2602.12705v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Meta-Sel: Efficient Demonstration Selection for In-Context Learning via Supervised Meta-Learning,arXiv:2602.12123v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
MiniRec: Data-Efficient Reinforcement Learning for LLM-based Recommendation,arXiv:2602.04278v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Mitigating the Safety-utility Trade-off in LLM Alignment via Adaptive Safe Context Learning,arXiv:2602.13562v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Mixture of Masters: Sparse Chess Language Models with Player Routing,arXiv:2602.04447v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Mobile Robot Place Segmentation and Categorization Using Object Semantics,10.1109/ecmr65884.2025.11163204,citation_expansion,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
MolAct: An Agentic RL Framework for Molecular Editing and Property Optimization,arXiv:2512.20135v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Motif: Intrinsic Motivation from Artificial Intelligence Feedback,arXiv:2310.00166v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Mrakia Y. Yamada &amp; Komagata (1987),10.1016/b978-0-444-52149-1.00123-3,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Multi-hierarchical semantic maps for mobile robotics,10.1109/iros.2005.1545511,citation_expansion,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
"Multi-Step Reasoning with Large Language Models, a Survey",10.1145/3774896,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Multihierarchical Interactive Task Planning: Application to Mobile Robotics,10.1109/tsmcb.2008.920227,citation_expansion,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Multitask Prompted Training Enables Zero-Shot Task Generalization,arXiv:2110.08207v3,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts",arXiv:2602.13367v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Native Reasoning Models: Training Language Models to Reason on Unverifiable Data,arXiv:2602.11549v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Natural Questions: A Benchmark for Question Answering Research,10.1162/tacl_a_00276,citation_expansion,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Nemotron-Research-Tool-N1: Exploring Tool-Using Language Models with Reinforced Reasoning,arXiv:2505.00024v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
New Skills or Sharper Primitives? A Probabilistic Perspective on the Emergence of Reasoning in RLVR,arXiv:2602.08281v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
No More Manual Tests? Evaluating and Improving ChatGPT for Unit Test Generation,arXiv:2305.04207v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Not All Negative Samples Are Equal: LLMs Learn Better from Plausible Reasoning,arXiv:2602.03516v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
OmniVL-Guard: Towards Unified Vision-Language Forgery Detection and Grounding via Balanced RL,arXiv:2602.10687v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
On a conjecture of R. J. Koch,10.2140/pjm.1965.15.1429,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
On Robustness and Chain-of-Thought Consistency of RL-Finetuned VLMs,arXiv:2602.12506v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
On the Optimal Reasoning Length for RL-Trained Language Models,arXiv:2602.09591v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
On the Prospects of Incorporating Large Language Models (LLMs) in Automated Planning and Scheduling (APS),10.1609/icaps.v34i1.31503,citation_expansion,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
One Tool Is Enough: Reinforcement Learning for Repository-Level LLM Agents,arXiv:2512.20957v5,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Online Causal Kalman Filtering for Stable and Effective Policy Optimization,arXiv:2602.10609v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
"Ontologies: principles, methods and applications",10.1017/s0269888900007797,citation_expansion,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Open Rubric System: Scaling Reinforcement Learning with Pairwise Adaptive Rubric,arXiv:2602.14069v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
OpenChat: Advancing Open-source Language Models with Mixed-Quality Data,arXiv:2309.11235v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
OpenTinker: Separating Concerns in Agentic Reinforcement Learning,arXiv:2601.07376v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
P-GenRM: Personalized Generative Reward Model with Test-time User-based Scaling,arXiv:2602.12116v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
PAFT: Prompt-Agnostic Fine-Tuning,arXiv:2502.12859v3,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Parameter-Efficient Mixture-of-Experts Architecture for Pre-trained Language Models,arXiv:2203.01104v4,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Patch the Distribution Mismatch: RL Rewriting Agent for Stable Off-Policy SFT,arXiv:2602.11220v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
PEARL: Self-Evolving Assistant for Time Management with Reinforcement Learning,arXiv:2601.11957v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
PEGRL: Improving Machine Translation by Post-Editing Guided Reinforcement Learning,arXiv:2602.03352v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
PlotGen: Multi-Agent LLM-based Scientific Data Visualization via Multimodal Retrieval Feedback,10.1145/3701716.3716888,citation_expansion,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
POINTS-GUI-G: GUI-Grounding Journey,arXiv:2602.06391v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
PokeeResearch: Effective Deep Research via Reinforcement Learning from AI Feedback and Robust Reasoning Scaffold,arXiv:2510.15862v3,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
PORTool: Tool-Use LLM Training with Rewarded Tree,arXiv:2510.26020v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
"Preference Fine-Tuning of LLMs Should Leverage Suboptimal, On-Policy Data",arXiv:2404.14367v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Privileged Information Distillation for Language Models,arXiv:2602.04942v3,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Proceedings of the 2013 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/d13-1,citation_expansion,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Prompter: Utilizing Large Language Model Prompting for a Data Efficient Embodied Instruction Following,arXiv:2211.03267v2,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Proof-RM: A Scalable and Generalizable Reward Model for Math Proof,arXiv:2602.02377v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Proximal Policy Optimization Algorithms,arXiv:1707.06347v2,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Pushing Forward Pareto Frontiers of Proactive Agents with Behavioral Agentic Optimization,arXiv:2602.11351v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
QP-OneModel: A Unified Generative LLM for Multi-Task Query Understanding in Xiaohongshu Search,arXiv:2602.09901v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Quark: Controllable Text Generation with Reinforced Unlearning,arXiv:2205.13636v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Query Rewriting for Retrieval-Augmented Large Language Models,arXiv:2305.14283v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Query Rewriting in Retrieval-Augmented Large Language Models,10.18653/v1/2023.emnlp-main.322,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
QuRL: Efficient Reinforcement Learning with Quantized Rollout,arXiv:2602.13953v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
R1-Searcher: Incentivizing the Search Capability in LLMs via Reinforcement Learning,arXiv:2503.05592v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
R3M: A Universal Visual Representation for Robot Manipulation,arXiv:2203.12601v3,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Reasoning with Exploration: An Entropy Perspective,arXiv:2506.14758v4,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
REBEL: Reward Regularization-Based Approach for Robotic Reinforcement Learning from Human Feedback,arXiv:2312.14436v3,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Recursive Introspection: Teaching Language Model Agents How to Self-Improve,arXiv:2407.18219v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Reflexion: Language Agents with Verbal Reinforcement Learning,arXiv:2303.11366,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
ReFT: Reasoning with Reinforced Fine-Tuning,arXiv:2401.08967v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
RegionReasoner: Region-Grounded Multi-Round Visual Reasoning,arXiv:2602.03733v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Reinforcement Learning with Promising Tokens for Large Language Models,arXiv:2602.03195v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
ReinforcementLearning: A Package to Perform Model-Free Reinforcement Learning in R,10.21105/joss.01087,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
RELATE: A Reinforcement Learning-Enhanced LLM Framework for Advertising Text Generation,arXiv:2602.11780v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
rePIRL: Learn PRM with Inverse RL for LLM Reasoning,arXiv:2602.07832v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
RePO: Bridging On-Policy Learning and Off-Policy Knowledge through Rephrasing Policy Optimization,arXiv:2602.10819v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Representation Learning with Contrastive Predictive Coding,arXiv:1807.03748v2,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
ReSearch: Learning to Reason with Search for LLMs via Reinforcement Learning,arXiv:2503.19470v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
ResMAS: Resilience Optimization in LLM-based Multi-agent Systems,arXiv:2601.04694v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
ReST meets ReAct: Self-Improvement for Multi-Step Reasoning LLM Agent,arXiv:2312.10003v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
ResT: Reshaping Token-Level Policy Gradients for Tool-Use Large Language Models,arXiv:2509.21826v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Rethinking the Design Space of Reinforcement Learning for Diffusion Models: On the Importance of Likelihood Estimation Beyond Loss Design,arXiv:2602.04663v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Rethinking the Trust Region in LLM Reinforcement Learning,arXiv:2602.04879v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,arXiv:2005.11401v4,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Reward Function Design in Reinforcement Learning,10.1007/978-3-030-41188-6_3,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
"Reward Modeling for Reinforcement Learning-Based LLM Reasoning: Design, Challenges, and Evaluation",arXiv:2602.09305v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Rewards as Labels: Revisiting RLVR from a Classification Perspective,arXiv:2602.05630v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
RewriteLM: An Instruction-Tuned Large Language Model for Text Rewriting,arXiv:2305.15685v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Rich-Media Re-Ranker: A User Satisfaction-Driven LLM Re-ranking Framework for Rich-Media Search,arXiv:2602.05408v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Right Question is Already Half the Answer: Fully Unsupervised LLM Reasoning Incentivization,arXiv:2504.05812v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
RL-VLA$^3$: Reinforcement Learning VLA Accelerating via Full Asynchronism,arXiv:2602.05765v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
RL-VLM-F: Reinforcement Learning from Vision Language Foundation Model Feedback,arXiv:2402.03681v4,pdf_ref,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
RLEF: Grounding Code LLMs in Execution Feedback with Reinforcement Learning,arXiv:2410.02089v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Rule Based Rewards for Language Model Safety,arXiv:2411.01111v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Scaling Agentic Verifier for Competitive Coding,arXiv:2602.04254v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Scaling In-Context Online Learning Capability of LLMs via Cross-Episode Meta-RL,arXiv:2602.04089v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
ScribeAgent: Towards Specialized Web Agents Using Production-Scale Workflow Data,10.32388/8vog0o,citation_expansion,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Search-R1: Training LLMs to Reason and Leverage Search Engines with Reinforcement Learning,arXiv:2503.09516v5,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Secure Code Generation via Online Reinforcement Learning with Vulnerability Reward Model,arXiv:2602.07422v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
SED-SFT: Selectively Encouraging Diversity in Supervised Fine-Tuning,arXiv:2602.07464v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Segmentaci´on sem´antica de instancias de objetos empleando un vocabulario abierto,10.64117/simposioscea.v1i1.38,citation_expansion,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Self-Challenging Language Model Agents,arXiv:2506.01716v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Self-playing Adversarial Language Game Enhances LLM Reasoning,arXiv:2404.10642v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Self-Refine: Iterative Refinement with Self-Feedback,arXiv:2303.17651v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Semantic Modeling of Places using Objects,10.15607/rss.2007.iii.001,citation_expansion,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Seq2Seq2Seq: Lossless Data Compression via Discrete Latent Transformers and Reinforcement Learning,arXiv:2602.12146v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
SFR-DeepResearch: Towards Effective Reinforcement Learning for Autonomously Reasoning Single Agents,arXiv:2509.06283v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Should ChatGPT be Biased? Challenges and Risks of Bias in Large Language Models,arXiv:2304.03738v3,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
SimuScene: Training and Benchmarking Code Generation to Simulate Physical Scenarios,arXiv:2602.10840v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
SkillRL: Evolving Agents via Recursive Skill-Augmented Reinforcement Learning,arXiv:2602.08234v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
SkipDecode: Autoregressive Skip Decoding with Batching and Caching for Efficient LLM Inference,arXiv:2307.02628v1,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
SMART-LLM: Smart Multi-Agent Robot Task Planning using Large Language Models,arXiv:2309.10062v2,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
SPARC: Separating Perception And Reasoning Circuits for Test-time Scaling of VLMs,arXiv:2602.06566v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Spec-o3: A Tool-Augmented Vision-Language Agent for Rare Celestial Object Candidate Vetting via Automated Spectral Inspection,arXiv:2601.06498v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
STAPO: Stabilizing Reinforcement Learning for LLMs by Silencing Rare Spurious Tokens,arXiv:2602.15620v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
STARLING: Self-supervised Training of Text-based Reinforcement Learning Agent with Large Language Models,arXiv:2406.05872v1,related_papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
StealthRL: Reinforcement Learning Paraphrase Attacks for Multi-Detector Evasion of AI-Text Detectors,arXiv:2602.08934v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Stop Overthinking: A Survey on Efficient Reasoning for Large Language Models,arXiv:2503.16419v4,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Stop Rewarding Hallucinated Steps: Faithfulness-Aware Step-Level Reinforcement Learning for Small Reasoning Models,arXiv:2602.05897v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
STVG-R1: Incentivizing Instance-Level Reasoning and Grounding in Videos via Reinforcement Learning,arXiv:2602.11730v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
SWE-Master: Unleashing the Potential of Software Engineering Agents via Post-Training,arXiv:2602.03411v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
SWE-RL: Advancing LLM Reasoning via Reinforcement Learning on Open Software Evolution,arXiv:2502.18449v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
SWE-World: Building Software Engineering Agents in Docker-Free Environments,arXiv:2602.03419v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Synthetic Data Generation & Multi-Step RL for Reasoning & Tool Use,arXiv:2504.04736v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Synthetic Interaction Data for Scalable Personalization in Large Language Models,arXiv:2602.12394v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
TableMind: An Autonomous Programmatic Agent for Tool-Augmented Table Reasoning,arXiv:2509.06278v3,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
TabSieve: Explicit In-Table Evidence Selection for Tabular Prediction,arXiv:2602.11700v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Talking about Large Language Models,10.1145/3624724,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Test-time Recursive Thinking: Self-Improvement without External Feedback,arXiv:2602.03094v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Text2Reward: Reward Shaping with Language Models for Reinforcement Learning,arXiv:2309.11489,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Text2Reward: Reward Shaping with Language Models for Reinforcement Learning,arXiv:2309.11489v3,related_papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
The Interspeech 2026 Audio Reasoning Challenge: Evaluating Reasoning Process Quality for Audio Reasoning Models and Agents,arXiv:2602.14224v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
The Optimal Token Baseline: Variance Reduction for Long-Horizon LLM-RL,arXiv:2602.07078v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
The rise and potential of large language model based agents: a survey,10.1007/s11432-024-4222-0,citation_expansion,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Think Before You Act: Unified Policy for Interleaving Language Reasoning with Actions,arXiv:2304.11063v1,pdf_ref,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
"ThunderAgent: A Simple, Fast and Program-Aware Agentic Inference System",arXiv:2602.13692v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Time Series Reasoning via Process-Verifiable Thinking Data Synthesis and Scheduling for Tailored LLM Reasoning,arXiv:2602.07830v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
TKG-Thinker: Towards Dynamic Reasoning over Temporal Knowledge Graphs via Agentic Reinforcement Learning,arXiv:2602.05818v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
To Mix or To Merge: Toward Multi-Domain Reinforcement Learning for Large Language Models,arXiv:2602.12566v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
ToolExpander: Extending the Frontiers of Tool-Using Reinforcement Learning to Weak LLMs,arXiv:2510.07737v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
ToolOrchestra: Elevating Intelligence via Efficient Model and Tool Orchestration,arXiv:2511.21689v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
ToolRM: Towards Agentic Tool-Use Reward Modeling,arXiv:2510.26167v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
ToolSafe: Enhancing Tool Invocation Safety of LLM-based agents via Proactive Step-level Guardrail and Feedback,arXiv:2601.10156v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
ToolSelf: Unifying Task Execution and Self-Reconfiguration via Tool-Driven Intrinsic Adaptation,arXiv:2602.07883v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
ToRL: Scaling Tool-Integrated RL,arXiv:2503.23383v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Toward Training Superintelligent Software Agents through Self-Play SWE-RL,arXiv:2512.18552v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Towards Efficient Large Language Reasoning Models via Extreme-Ratio Chain-of-Thought Compression,arXiv:2602.08324v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Towards philosophical reasoning with agentic LLMs: Socratic method for scientific assistance,10.1088/2632-2153/ae277f,citation_expansion,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Towards Reasoning in Large Language Models: A Survey,arXiv:2212.10403v2,pdf_ref,Irrelevant_or_unclear_scope,Missing clear LLM+RL context
Towards Trustworthy Multi-Turn LLM Agents via Behavioral Guidance,arXiv:2512.11421v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
Training language models to follow instructions with human feedback,arXiv:2203.02155,papers.csv,Irrelevant_or_unclear_scope,Insufficient RL-loop contribution detail
