Raw_Title,Raw_ArXiv_or_DOI,Source,Issue,Notes
Reinforcement Learning in Healthcare: A Survey,10.1145/3477600,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Reinforcement Learning with Action-Free Pre-Training from Videos,arXiv:2203.13880,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Reinforcement Learning: A Survey,10.1613/jair.301,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
ReinforcementLearning: A Package to Perform Model-Free Reinforcement Learning in R,10.21105/joss.01087,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Representation Learning with Contrastive Predictive Coding,arXiv:1807.03748v2,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Research on the Application of Prompt Learning Pretrained Language Model in Machine Translation Task with Reinforcement Learning,10.3390/electronics12163391,citation_expand,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
ReSearch: Learning to Reason with Search for LLMs via Reinforcement Learning,arXiv:2503.19470v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
ReST meets ReAct: Self-Improvement for Multi-Step Reasoning LLM Agent,arXiv:2312.10003v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Rethinking the Design Space of Reinforcement Learning for Diffusion Models: On the Importance of Likelihood Estimation Beyond Loss Design,arXiv:2602.04663v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Reward (Mis)design for autonomous driving,10.1016/j.artint.2022.103829,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
RewriteLM: An Instruction-Tuned Large Language Model for Text Rewriting,arXiv:2305.15685v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Rich-Media Re-Ranker: A User Satisfaction-Driven LLM Re-ranking Framework for Rich-Media Search,arXiv:2602.05408v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Right Question is Already Half the Answer: Fully Unsupervised LLM Reasoning Incentivization,arXiv:2504.05812v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
RLEF: Grounding Code LLMs in Execution Feedback with Reinforcement Learning,arXiv:2410.02089v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
RT-1: Robotics Transformer for Real-World Control at Scale,10.15607/rss.2023.xix.025,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
RT-2: Vision-Language-Action Models Transfer Web Knowledge to Robotic Control,arXiv:2307.15818,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Rule Based Rewards for Language Model Safety,arXiv:2411.01111v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
SayCanPay: Heuristic Planning with Large Language Models Using Learnable Domain Knowledge,10.1609/aaai.v38i18.29991,citation_expand,Irrelevant_or_unclear_scope,No clear RL or sequential decision context
Scaling In-Context Online Learning Capability of LLMs via Cross-Episode Meta-RL,arXiv:2602.04089v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Search-R1: Training LLMs to Reason and Leverage Search Engines with Reinforcement Learning,arXiv:2503.09516v5,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Self-Challenging Language Model Agents,arXiv:2506.01716v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Self-Refine: Iterative Refinement with Self-Feedback,arXiv:2303.17651v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Semantic HELM: A Human-Readable Memory for Reinforcement Learning,arXiv:2306.09312,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
SimuScene: Training and Benchmarking Code Generation to Simulate Physical Scenarios,arXiv:2602.10840v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
STARLING: Self-supervised Training of Text-based Reinforcement Learning Agent with Large Language Models,arXiv:2406.05872v1,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
State2Explanation: Concept-Based Explanations to Benefit Agent Learning and User Understanding,arXiv:2309.12482,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
STEP-LLM: Generating CAD STEP Models from Natural Language with Large Language Models,arXiv:2601.12641,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Step-wise Policy for Rare-tool Knowledge (SPaRK): Offline RL that Drives Diverse Tool Use in LLMs,arXiv:2507.11371v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Stop Overthinking: A Survey on Efficient Reasoning for Large Language Models,arXiv:2503.16419v4,papers.csv,Irrelevant_or_unclear_scope,Survey without clear method-level RL-loop contribution
Stop Rewarding Hallucinated Steps: Faithfulness-Aware Step-Level Reinforcement Learning for Small Reasoning Models,arXiv:2602.05897v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Supervised Pretraining Can Learn In-Context Reinforcement Learning,arXiv:2306.14892,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
SWE-RL: Advancing LLM Reasoning via Reinforcement Learning on Open Software Evolution,arXiv:2502.18449v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
SWE-World: Building Software Engineering Agents in Docker-Free Environments,arXiv:2602.03419v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Task Mode: Dynamic Filtering for Task-Specific Web Navigation using LLMs,10.1145/3663547.3746401,citation_expand,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Test-time Recursive Thinking: Self-Improvement without External Feedback,arXiv:2602.03094v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
The Interspeech 2026 Audio Reasoning Challenge: Evaluating Reasoning Process Quality for Audio Reasoning Models and Agents,arXiv:2602.14224v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
The Optimal Token Baseline: Variance Reduction for Long-Horizon LLM-RL,arXiv:2602.07078v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
The Perils of Trial-and-Error Reward Design: Misdesign through Overfitting and Invalid Task Specifications,10.1609/aaai.v37i5.25733,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Thinking with Programming Vision: Towards a Unified View for Thinking with Images,arXiv:2512.03746v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
"ThunderAgent: A Simple, Fast and Program-Aware Agentic Inference System",arXiv:2602.13692v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
TIC-VLA: A Think-in-Control Vision-Language-Action Model for Robot Navigation in Dynamic Environments,arXiv:2602.02459v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Time Series Reasoning via Process-Verifiable Thinking Data Synthesis and Scheduling for Tailored LLM Reasoning,arXiv:2602.07830v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
To Mix or To Merge: Toward Multi-Domain Reinforcement Learning for Large Language Models,arXiv:2602.12566v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Tool-Augmented Policy Optimization: Synergizing Reasoning and Adaptive Tool Use with Reinforcement Learning,arXiv:2510.07038v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
ToolOrchestra: Elevating Intelligence via Efficient Model and Tool Orchestration,arXiv:2511.21689v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
ToolSelf: Unifying Task Execution and Self-Reconfiguration via Tool-Driven Intrinsic Adaptation,arXiv:2602.07883v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
ToRL: Scaling Tool-Integrated RL,arXiv:2503.23383v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Toward Training Superintelligent Software Agents through Self-Play SWE-RL,arXiv:2512.18552v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Towards Applicable Reinforcement Learning: Improving the Generalization and Sample Efficiency with Policy Ensemble,10.24963/ijcai.2022/508,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Towards Humanoid Robot Autonomy: A Dynamic Architecture Integrating Continuous thought Machines (CTM) and Model Context Protocol (MCP),arXiv:2505.19339v1,targeted_search,Irrelevant_or_unclear_scope,No clear LLM signal
Towards Optimizing Human-Centric Objectives in AI-Assisted Decision-Making With Offline Reinforcement Learning,arXiv:2403.05911v2,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Towards Trustworthy Multi-Turn LLM Agents via Behavioral Guidance,arXiv:2512.11421v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Training language models to follow instructions with human feedback,arXiv:2203.02155,citation_expand,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Training Language Models to Reason Efficiently,arXiv:2502.04463v4,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Training Language Models to Self-Correct via Reinforcement Learning,arXiv:2409.12917v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
TransDreamer: Reinforcement Learning with Transformer World Models,arXiv:2202.09481,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Tree of Thoughts: Deliberate Problem Solving with Large Language Models,arXiv:2305.10601,pdf_ref,Irrelevant_or_unclear_scope,No clear RL or sequential decision context
TTRL: Test-Time Reinforcement Learning,arXiv:2504.16084v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Understanding Natural Language Commands for Robotic Navigation and Mobile Manipulation,10.1609/aaai.v25i1.7979,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Unfamiliar Finetuning Examples Control How Language Models Hallucinate,arXiv:2403.05612v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Vision-and-Language Navigation: Interpreting Visually-Grounded Navigation Instructions in Real Environments,10.1109/cvpr.2018.00387,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Vision-Language Models are Zero-Shot Reward Models for Reinforcement Learning,arXiv:2310.12921v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Vision-Language Models are Zero-Shot Reward Models for Reinforcement Learning,arXiv:2310.12921,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
Visual Navigation With Multiple Goals Based on Deep Reinforcement Learning,10.1109/tnnls.2021.3057424,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
VLM-R1: A Stable and Generalizable R1-style Large Vision-Language Model,arXiv:2504.07615v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
VTool-R1: VLMs Learn to Think with Images via Reinforcement Learning on Multimodal Tool Use,arXiv:2505.19255v3,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
We Should Identify and Mitigate Third-Party Safety Risks in MCP-Powered Agent Systems,arXiv:2506.13666v1,targeted_search,Irrelevant_or_unclear_scope,Survey without clear method-level RL-loop contribution
WebGPT: Browser-assisted question-answering with human feedback,arXiv:2112.09332v3,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
WebVLN: Vision-and-Language Navigation on Websites,10.1609/aaai.v38i2.27878,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
What Does Vision Tool-Use Reinforcement Learning Really Learn? Disentangling Tool-Induced and Intrinsic Effects for Crop-and-Zoom,arXiv:2602.01334v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
What Matters in Learning from Offline Human Demonstrations for Robot Manipulation,arXiv:2108.03298,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
When Is Compositional Reasoning Learnable from Verifiable Rewards?,arXiv:2602.07992v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
When to Memorize and When to Stop: Gated Recurrent Memory for Long-Context Reasoning,arXiv:2602.10560v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence for LLM-to-RL contribution
"""It's Weird That it Knows What I Want"": Usability and Interactions with Copilot for Novice Programmers",10.1145/3617367,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
3D-VLA: A 3D Vision-Language-Action Generative World Model,10.48550/arxiv.2403.09631,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Chain-of-Thought Prompting Approach with LLMs for Evaluating Students' Formative Assessment Responses in Science,10.1609/aaai.v38i21.30364,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Complete Survey on LLM-based AI Chatbots,10.48550/arxiv.2406.16937,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Comprehensive Overview of Large Language Models,10.1145/3744746,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Comprehensive Study of ChatGPT: Advancements, Limitations, and Ethical Considerations in Natural Language Processing and Cybersecurity",10.3390/info14080462,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Comprehensive Survey in LLM(-Agent) Full Stack Safety: Data, Training and Deployment",10.48550/arxiv.2504.15585,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Comprehensive Survey of LLM Alignment Techniques: RLHF, RLAIF, PPO, DPO and More",10.48550/arxiv.2407.16216,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Comprehensive Survey of Small Language Models in the Era of Large Language Models: Techniques, Enhancements, Applications, Collaboration with LLMs, and Trustworthiness",10.1145/3768165,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Critical Review of Large Language Model on Software Engineering: An Example from ChatGPT and Automated Program Repair,10.48550/arxiv.2310.08879,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Minimaximalist Approach to Reinforcement Learning from Human Feedback,10.48550/arxiv.2401.04056,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A multi-action deep reinforcement learning framework for flexible Job-shop scheduling problem,10.1016/j.eswa.2022.117796,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A New Era in LLM Security: Exploring Security Concerns in Real-World LLM-based Systems,10.48550/arxiv.2402.18649,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A review of research on reinforcement learning algorithms for multi-agents,10.1016/j.neucom.2024.128068,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Review on Large Language Models: Architectures, Applications, Taxonomies, Open Issues and Challenges",10.1109/access.2024.3365742,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey of Large Language Models,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Survey of Large Language Models for Code: Evolution, Benchmarking, and Future Trends",10.48550/arxiv.2311.10372,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey of Robot Intelligence with Large Language Models,10.3390/app14198868,legacy_core,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on Efficient Inference for Large Language Models,10.48550/arxiv.2404.14294,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on Evaluating Large Language Models in Code Generation Tasks,10.48550/arxiv.2408.16498,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on Evaluation of Large Language Models,10.1145/3641289,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Survey on Hallucination in Large Language Models: Principles, Taxonomy, Challenges, and Open Questions",10.1145/3703155,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Survey on Large Language Model (LLM) Security and Privacy: The Good, the Bad, and the Ugly",10.1016/j.hcc.2024.100211,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on Large Language Model Acceleration based on KV Cache Management,10.48550/arxiv.2412.19442,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A survey on large language model based autonomous agents,10.1007/s11704-024-40231-1,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on Large Language Models for Code Generation,10.1145/3747588,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A survey on large language models for recommendation,10.1007/s11280-024-01291-2,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on Large Language Models for Software Engineering,10.48550/arxiv.2312.15223,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on LLM-as-a-Judge,10.48550/arxiv.2411.15594,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A survey on LLM-based multi-agent systems: workflow, infrastructure, and challenges",10.1007/s44336-024-00009-2,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A survey on model-based reinforcement learning,10.1007/s11432-022-3696-5,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A survey on multimodal large language models,10.1093/nsr/nwae403,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"A Survey on Offline Reinforcement Learning: Taxonomy, Review, and Open Problems",10.1109/tnnls.2023.3250269,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on RAG Meeting LLMs: Towards Retrieval-Augmented Large Language Models,10.1145/3637528.3671470,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on Recent Advances in LLM-Based Multi-turn Dialogue Systems,10.1145/3771090,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on the Memory Mechanism of Large Language Model-based Agents,10.1145/3748302,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Survey on Vision-Language-Action Models for Embodied AI,10.48550/arxiv.2405.14093,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Systematic Study and Comprehensive Evaluation of ChatGPT on Benchmark Datasets,10.48550/arxiv.2305.18486,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A Systematic Study on Reinforcement Learning Based Applications,10.3390/en16031512,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
A-MEM: Agentic Memory for LLM Agents,10.48550/arxiv.2502.12110,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AdaptDiffuser: Diffusion Models as Adaptive Self-evolving Planners,10.48550/arxiv.2302.01877,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AdvPrompter: Fast Adaptive Adversarial Prompting for LLMs,10.48550/arxiv.2404.16873,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AEGIS: Online Adaptive AI Content Safety Moderation with Ensemble of LLM Experts,10.48550/arxiv.2404.05993,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AFlow: Automating Agentic Workflow Generation,10.48550/arxiv.2410.10762,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Agent Q: Advanced Reasoning and Learning for Autonomous AI Agents,10.48550/arxiv.2408.07199,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AgentCoder: Multi-Agent-based Code Generation with Iterative Testing and Optimisation,10.48550/arxiv.2312.13010,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Agentic Retrieval-Augmented Generation: A Survey on Agentic RAG,10.48550/arxiv.2501.09136,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AI Agents Under Threat: A Survey of Key Security Challenges and Future Pathways,10.1145/3716628,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"AI Agents vs. Agentic AI: A Conceptual Taxonomy, Applications and Challenges",10.1016/j.inffus.2025.103599,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AI Alignment: A Comprehensive Survey,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AI and Ethics: A Systematic Review of the Ethical Considerations of Large Language Model Use in Surgery Research,10.3390/healthcare12080825,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Aligning Large Language Models with Human: A Survey,10.48550/arxiv.2307.12966,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AlphaMath Almost Zero: process Supervision without process,10.52202/079017-0870,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Alphazero-like Tree-Search can Guide Large Language Model Decoding and Training,10.48550/arxiv.2309.17179,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
An Embodied Generalist Agent in 3D World,10.48550/arxiv.2311.12871,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
An LLM Compiler for Parallel Function Calling,10.48550/arxiv.2312.04511,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Artificial Intelligence (AI) Trust Framework and Maturity Model: Applying an Entropy Lens to Improve Security, Privacy, and Ethical AI",10.3390/e25101429,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Assessing the research landscape and clinical utility of large language models: a scoping review,10.1186/s12911-024-02459-6,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Assisting in Writing Wikipedia-like Articles From Scratch with Large Language Models,10.18653/v1/2024.naacl-long.347,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Asynchronous Large Language Model Enhanced Planner for Autonomous Driving,arXiv:2406.14556v3,legacy_core,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
At the Dawn of Generative AI Era: A Tutorial-cum-Survey on New Frontiers in 6G Wireless Intelligence,10.1109/ojcoms.2024.3362271,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Attacks, Defenses and Evaluations for LLM Conversation Safety: A Survey",10.48550/arxiv.2402.09283,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Attention-Based Offline Reinforcement Learning and Clustering for Interpretable Sepsis Treatment,arXiv:2601.14228v1,legacy_core,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Augmenting large language models with chemistry tools,10.1038/s42256-024-00832-8,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AUTOGEN: A Personalized Large Language Model for Academic Enhancement-Ethics and Proof of Principle,10.1080/15265161.2023.2233356,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation Framework,,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Automatically Correcting Large Language Models: Surveying the Landscape of Diverse Automated Correction Strategies,10.1162/tacl_a_00660,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Benchmarking Large Language Models for News Summarization,10.1162/tacl_a_00632,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Better & Faster Large Language Models via Multi-token Prediction,10.48550/arxiv.2404.19737,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Bias and Unfairness in Information Retrieval Systems: New Challenges in the LLM Era,10.1145/3637528.3671458,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
"Can an Embodied Agent Find Your ""Cat-shaped Mug""? LLM-Based Zero-Shot Object Navigation",10.1109/lra.2023.3346800,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Can ChatGPT Defend its Belief in Truth? Evaluating LLM Reasoning via Debate,10.18653/v1/2023.findings-emnlp.795,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Can large language models provide useful feedback on research papers? A large-scale empirical analysis,10.48550/arxiv.2310.01783,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Can Large Language Models Transform Computational Social Science?,10.1162/coli_a_00502,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Can LLM Already Serve as A Database Interface? A BIg Bench for Large-Scale Database Grounded Text-to-SQLs,10.48550/arxiv.2305.03111,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Catastrophic Jailbreak of Open-source LLMs via Exploiting Generation,10.48550/arxiv.2310.06987,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
CATCHM: A novel network-based credit card fraud detection method using node representation learning,10.1016/j.dss.2022.113866,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Chain of Agents: Large Language Models Collaborating on Long-Context Tasks,10.48550/arxiv.2406.02818,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Chain of Attack: a Semantic-Driven Contextual Multi-Turn attacker for LLM,10.48550/arxiv.2405.05610,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChainForge: A Visual Toolkit for Prompt Engineering and LLM Hypothesis Testing,10.1145/3613904.3642016,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Character-LLM: A Trainable Agent for Role-Playing,10.48550/arxiv.2310.10158,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
Characterization of Large Language Model Development in the Datacenter,10.48550/arxiv.2403.07648,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChatDB: Augmenting LLMs with Databases as Their Symbolic Memory,10.48550/arxiv.2306.03901,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChatDev: Communicative Agents for Software Development,10.18653/v1/2024.acl-long.810,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChatGLM-Math: Improving Math Problem-Solving in Large Language Models with a Self-Critique Pipeline,10.48550/arxiv.2404.02893,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChatGPT and large language models in academia: opportunities and challenges,10.1186/s13040-023-00339-9,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChatGPT and large language models in orthopedics: from education and surgery to research,10.1186/s40634-023-00700-1,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChatGPT effects on cognitive skills of undergraduate students: Receiving instant responses from AI-based conversational large language models (LLMs),10.1016/j.caeai.2023.100198,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChatGPT for good? On opportunities and challenges of large language models for education,10.1016/j.lindif.2023.102274,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChatGPT for shaping the future of dentistry: the potential of multi-modal large language model,10.1038/s41368-023-00239-y,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
CHESS: Contextual Harnessing for Efficient SQL Synthesis,10.48550/arxiv.2405.16755,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
ChipNeMo: Domain-Adapted LLMs for Chip Design,10.48550/arxiv.2311.00176,papers.csv,Irrelevant_pre_filter,No clear LLM+RL signal in title/abstract
