Title,Authors,Year,Venue,ArXiv_or_DOI,Primary_Reason_Excluded,Verification_Provider,Verification_URL,Provenance
Look Inward to Explore Outward: Learning Temperature Policy from LLM Internal States via Hierarchical RL,"Yixiao Zhou, Yang Li, Dongzhou Cheng, Hehe Fan, Yu Cheng",2026,ArXiv,arXiv:2602.13035v1,Primary scope leak markers detected: ImproveLLMReasoning,arxiv,https://arxiv.org/abs/2602.13035v1,targeted_search
MAPLE: Modality-Aware Post-training and Learning Ecosystem,"Nikhil Verma, Minjung Kim, JooYoung Yoo, Kyung-Min Jin, Manasa Bharadwaj, Kevin Ferreira, Ko Keun Kim, Youngjoon Kim",2026,ArXiv,arXiv:2602.11596v1,Primary scope leak markers detected: PostTraining,arxiv,https://arxiv.org/abs/2602.11596v1,targeted_search
Med3D-R1: Incentivizing Clinical Reasoning in 3D Medical Vision-Language Models for Abnormality Diagnosis,"Haoran Lai, Zihang Jiang, Kun Zhang, Qingsong Yao, Rongsheng Wang, Zhiyang He, Xiaodong Tao, Wei Wei, Shaohua Kevin Zhou",2026,ArXiv,arXiv:2602.01200v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.01200v1,papers.csv|targeted_search
MedMO: Grounding and Understanding Multimodal Large Language Model for Medical Images,"Ankan Deria, Komal Kumar, Adinath Madhavrao Dukre, Eran Segal, Salman Khan, Imran Razzak",2026,ArXiv,arXiv:2602.06965v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.06965v1,papers.csv|pdf_ref|targeted_search
MiniRec: Data-Efficient Reinforcement Learning for LLM-based Recommendation,"Lin Wang, Yang Zhang, Jingfan Chen, Xiaoyan Zhao, Fengbin Zhu, Qing Li, Tat-Seng Chua",2026,ArXiv,arXiv:2602.04278v1,Primary scope leak markers detected: PPO_for_LLM,arxiv,https://arxiv.org/abs/2602.04278v1,targeted_search
Mitigating Reward Hacking in RLHF via Bayesian Non-negative Reward Modeling,"Zhibin Duan, Guowei Rong, Zhuo Li, Bo Chen, Mingyuan Zhou, Dandan Guo",2026,ArXiv,arXiv:2602.10623v1,Primary scope leak markers detected: RLHF,arxiv,https://arxiv.org/abs/2602.10623v1,targeted_search
Mitigating Reward Hacking in RLHF via Bayesian Non-negative Reward Modeling,"Zhibin Duan, Guo-wei Rong, Zhuo Li, Bo CHEN, Mingyuan Zhou, Dandan Guo",2026,arXiv (Cornell University),arXiv:2602.10623,Primary scope leak markers detected: RLHF,arxiv,https://arxiv.org/abs/2602.10623,targeted_search
Mitigating the Safety-utility Trade-off in LLM Alignment via Adaptive Safe Context Learning,"Yanbo Wang, Minzheng Wang, Jian Liang, Lu Wang, Yongcan Yu, Ran He",2026,ArXiv,arXiv:2602.13562v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.13562v1,papers.csv|targeted_search
Multi-Task GRPO: Reliable LLM Reasoning Across Tasks,"Shyam Sundhar Ramesh, Xiaotong Ji, Matthieu Zimmer, Sangwoong Yoon, Zhiyong Wang, Haitham Bou Ammar, Aurelien Lucchi, Ilija Bogunovic",2026,ArXiv,arXiv:2602.05547v1,"Primary scope leak markers detected: GRPO, PostTraining",arxiv,https://arxiv.org/abs/2602.05547v1,targeted_search
"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts","Chen Yang, Guangyue Peng, Jiaying Zhu, Ran Le, Ruixiang Feng, Tao Zhang, Xiyun Xu, Yang Song, Yiming Jia, Yuntao Wen, Yunzhi Xu, Zekai Wang, Zhenwei An, Zhicong Sun, Zongchao Chen",2026,ArXiv,arXiv:2602.13367v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.13367v1,pdf_ref|targeted_search
No More Stale Feedback: Co-Evolving Critics for Open-World Agent Learning,"Zhicong Li, Lingjie Jiang, Yulan Hu, Xingchen Zeng, Yixia Li, Xiangwen Zhang, Guanhua Chen, Zheng Pan, Xin Li, Yong Liu",2026,ArXiv,arXiv:2601.06794v1,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2601.06794v1,targeted_search
Not All Negative Samples Are Equal: LLMs Learn Better from Plausible Reasoning,"Zixiang Di, Jinyi Han, Shuo Zhang, Ying Liao, Zhi Li, Xiaofeng Ji, Yongqi Wang, Zheming Yang, Ming Gao, Bingdong Li, Jie Wang",2026,ArXiv,arXiv:2602.03516v2,"Primary scope leak markers detected: PreferenceOptimization, ImproveLLMReasoning",arxiv,https://arxiv.org/abs/2602.03516v2,targeted_search
Not All Negative Samples Are Equal: LLMs Learn Better from Plausible Reasoning,"Zixiang Di, Han Jiang, Shuo Zhang, Ying Liao, Zhi Li, Xiaofeng Ji, Yongqi Wang, Zheming Yang, Ming Gao, Bingdong Li, Jie Wang",2026,arXiv (Cornell University),arXiv:2602.03516,"Primary scope leak markers detected: PreferenceOptimization, ImproveLLMReasoning",arxiv,https://arxiv.org/abs/2602.03516,targeted_search
On Robustness and Chain-of-Thought Consistency of RL-Finetuned VLMs,"Rosie Zhao, Anshul Shah, Xiaoyu Zhu, Xinke Deng, Zhongyu Jiang, Yang Yang, Joerg Liebelt, Arnab Mondal",2026,ArXiv,arXiv:2602.12506v1,"Primary scope leak markers detected: Alignment, ImproveLLMReasoning",arxiv,https://arxiv.org/abs/2602.12506v1,targeted_search
Open Rubric System: Scaling Reinforcement Learning with Pairwise Adaptive Rubric,"Ruipeng Jia, Yunyi Yang, Yuxin Wu, Yongbo Gai, Siyuan Tao, Mengyu Zhou, Jianhe Lin, Xiaoxi Jiang, Guanjun Jiang",2026,ArXiv,arXiv:2602.14069v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.14069v1,papers.csv|targeted_search
Owen-Shapley Policy Optimization (OSPO): A Principled RL Algorithm for Generative Search LLMs,"Abhijnan Nath, Alireza Bagheri Garakani, Tianchen Zhou, Fan Yang, Nikhil Krishnaswamy",2026,ArXiv,arXiv:2601.08403v1,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2601.08403v1,targeted_search
Owen-Shapley Policy Optimization (OSPO): A Principled RL Algorithm for Generative Search LLMs,"Abhijnan Nath, Alireza Bagheri Garakani, Tianchen Zhou, Fan Yang, Nikhil Krishnaswamy",2026,arXiv (Cornell University),arXiv:2601.08403,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2601.08403,targeted_search
P-GenRM: Personalized Generative Reward Model with Test-time User-based Scaling,"Pinyi Zhang, Ting-En Lin, Yuchuan Wu, Jingyang Chen, Zongqi Wang, Hua Yang, Ze Xu, Fei Huang, Kai Zhang, Yongbin Li",2026,ArXiv,arXiv:2602.12116v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.12116v1,papers.csv|pdf_ref|targeted_search
Patch the Distribution Mismatch: RL Rewriting Agent for Stable Off-Policy SFT,"Jiacheng Wang, Ping Jian, Zhen Yang, Zirong Chen, Keren Liao, Zhongbin Guo",2026,ArXiv,arXiv:2602.11220v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.11220v1,targeted_search
PEARL: Plan Exploration and Adaptive Reinforcement Learning for Multihop Tool Use,"Qihao Wang, Mingzhe Lu, Jiayue Wu, Yue Hu, Yanbing Liu",2026,ArXiv,arXiv:2601.20439v1,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2601.20439v1,papers.csv|targeted_search
PEARL: Plan Exploration and Adaptive Reinforcement Learning for Multihop Tool Use,"Qihao Wang, Mingzhe Lü, Jiayue Wu, Yue Hu, Yanbing Liu",2026,arXiv (Cornell University),arXiv:2601.20439,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2601.20439,papers.csv|targeted_search
PEGRL: Improving Machine Translation by Post-Editing Guided Reinforcement Learning,"Yunzhi Shen, Hao Zhou, Xin Huang, Xue Han, Junlan Feng, Shujian Huang",2026,ArXiv,arXiv:2602.03352v1,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2602.03352v1,targeted_search
PEGRL: Improving Machine Translation by Post-Editing Guided Reinforcement Learning,"Yunzhi Shen, Hao Zhou, Xin Huang, Xue Han, Junlan Feng, Shujian Huang",2026,arXiv (Cornell University),arXiv:2602.03352,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2602.03352,targeted_search
PISCES: Annotation-free Text-to-Video Post-Training via Optimal Transport-Aligned Rewards,"Minh-Quan Le, Gaurav Mittal, Cheng Zhao, David Gu, Dimitris Samaras, Mei Chen",2026,ArXiv,arXiv:2602.01624v1,"Primary scope leak markers detected: Alignment, PostTraining",arxiv,https://arxiv.org/abs/2602.01624v1,targeted_search
Prepare Reasoning Language Models for Multi-Agent Debate with Self-Debate Reinforcement Learning,"Chenxi Liu, Yanshuo Chen, Ruibo Chen, Tianyi Xiong, Tong Zheng, Heng Huang",2026,arXiv (Cornell University),arXiv:2601.22297,Primary scope leak markers detected: ImproveLLMReasoning,arxiv,https://arxiv.org/abs/2601.22297,papers.csv|pdf_ref|targeted_search
"Prioritize the Process, Not Just the Outcome: Rewarding Latent Thought Trajectories Improves Reasoning in Looped Language Models","Jonathan Williams, Esin Tureci",2026,ArXiv,arXiv:2602.10520v2,"Primary scope leak markers detected: GRPO, ImproveLLMReasoning",arxiv,https://arxiv.org/abs/2602.10520v2,papers.csv|targeted_search
Process-Supervised Multi-Agent Reinforcement Learning for Reliable Clinical Reasoning,"Chaeeun Lee, T. Michael Yates, Pasquale Minervini, T. Ian Simpson",2026,ArXiv,arXiv:2602.14160v1,"Primary scope leak markers detected: GRPO, Alignment",arxiv,https://arxiv.org/abs/2602.14160v1,papers.csv|targeted_search
Process-Supervised Multi-Agent Reinforcement Learning for Reliable Clinical Reasoning,"Chaeeun Lee, T. Michael Yates, Pasquale Minervini, T. Ian Simpson",2026,arXiv (Cornell University),arXiv:2602.14160,"Primary scope leak markers detected: GRPO, Alignment",arxiv,https://arxiv.org/abs/2602.14160,papers.csv|targeted_search
Prompt Augmentation Scales up GRPO Training on Mathematical Reasoning,"Wenquan Lu, Hai Huang, Randall Balestriero",2026,ArXiv,arXiv:2602.03190v2,"Primary scope leak markers detected: GRPO, PostTraining, ImproveLLMReasoning",arxiv,https://arxiv.org/abs/2602.03190v2,targeted_search
Proof-RM: A Scalable and Generalizable Reward Model for Math Proof,"Haotong Yang, Zitong Wang, Shijia Kang, Siqi Yang, Wenkai Yu, Xu Niu, Yike Sun, Yi Hu, Zhouchen Lin, Muhan Zhang",2026,ArXiv,arXiv:2602.02377v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.02377v1,pdf_ref|targeted_search
Proof-RM: A Scalable and Generalizable Reward Model for Math Proof,"Haotong Yang, Zitong Wang, Shijia Kang, Siqi Yang, Wenkai Yu, Xu Niu, Yike Sun, Yi Hu, Zhouchen Lin, Muhan Zhang",2026,arXiv (Cornell University),arXiv:2602.02377,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.02377,pdf_ref|targeted_search
QP-OneModel: A Unified Generative LLM for Multi-Task Query Understanding in Xiaohongshu Search,"Jianzhao Huang, Xiaorui Huang, Fei Zhao, Yunpeng Liu, Hui Zhang, Fangcheng Shi, Congfeng Li, Zechen Sun, Yi Wu, Yao Hu, Yunhan Bai, Shaosheng Cao",2026,ArXiv,arXiv:2602.09901v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.09901v1,targeted_search
Quark Medical Alignment: A Holistic Multi-Dimensional Alignment and Collaborative Optimization Paradigm,"Tianxiang Xu, Jiayi Liu, Yixuan Tong, Jialu Xu, Yunqing Wei, Kaiwen Feng, PanPan Hou, Kangping Yin, Jiyuan Hu, Hao Zhou, Zhenxin Ma, Jian Xu, Guanjun Jiang",2026,ArXiv,arXiv:2602.11661v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.11661v1,targeted_search
QUATRO: Query-Adaptive Trust Region Policy Optimization for LLM Fine-tuning,"Doyeon Lee, Eunyi Lyou, Hyunsoo Cho, Sookyung Kim, Joonseok Lee, Jaemoo Choi",2026,ArXiv,arXiv:2602.04620v2,"Primary scope leak markers detected: GRPO, ImproveLLMReasoning",arxiv,https://arxiv.org/abs/2602.04620v2,targeted_search
R-Align: Enhancing Generative Reward Models through Rationale-Centric Meta-Judging,"Yanlin Lai, Mitt Huang, Hangyu Guo, Xiangfeng Wang, Haodong Li, Shaoxiong Zhan, Liang Zhao, Chengyuan Yao, Yinmin Zhang, Qi Han, Chun Yuan, Zheng Ge, Xiangyu Zhang, Daxin Jiang",2026,ArXiv,arXiv:2602.06763v1,"Primary scope leak markers detected: RLHF, Alignment",arxiv,https://arxiv.org/abs/2602.06763v1,papers.csv|targeted_search
Reflect: Transparent Principle-Guided Reasoning for Constitutional Alignment at Scale,"Henry Bell, Caroline Zhang, Mohammed Mobasserul Haque, Dhaval Potdar, Samia Zaman, Brandon Fain",2026,ArXiv.org,arXiv:2601.18730,"Primary scope leak markers detected: RLHF, Alignment",arxiv,https://arxiv.org/abs/2601.18730,targeted_search
RegionReasoner: Region-Grounded Multi-Round Visual Reasoning,"Wenfang Sun, Hao Chen, Yingjun Du, Yefeng Zheng, Cees G. M. Snoek",2026,ArXiv,arXiv:2602.03733v1,"Primary scope leak markers detected: Alignment, ImproveLLMReasoning",arxiv,https://arxiv.org/abs/2602.03733v1,targeted_search
Reinforced Attention Learning,"Bangzheng Li, Jianmo Ni, Chen Qu, Ian Miao, Liu Yang, Xingyu Fu, Muhao Chen, Derek Zhiyuan Cheng",2026,ArXiv,arXiv:2602.04884v2,"Primary scope leak markers detected: GRPO, Alignment, PostTraining",arxiv,https://arxiv.org/abs/2602.04884v2,targeted_search
Reinforced Curriculum Pre-Alignment for Domain-Adaptive VLMs,"Yuming Yan, Shuo Yang, Kai Tang, Sihong Chen, Yang Zhang, Ke Xu, Dan Hu, Qun Yu, Pengfei Hu, Edith C. H. Ngai",2026,ArXiv,arXiv:2602.10740v1,"Primary scope leak markers detected: GRPO, Alignment, PostTraining",arxiv,https://arxiv.org/abs/2602.10740v1,targeted_search
Reinforced Efficient Reasoning via Semantically Diverse Exploration,"Ziqi Zhao, Zhaochun Ren, Jiahong Zou, Liu Yang, Zhiwei Xu, Xuri Ge, Zhumin Chen, Xinyu Ma, Daiting Shi, Shuaiqiang Wang, Dawei Yin, Xin Xin",2026,arXiv (Cornell University),arXiv:2601.05053,"Primary scope leak markers detected: GRPO, ImproveLLMReasoning",arxiv,https://arxiv.org/abs/2601.05053,targeted_search
Reinforced Fast Weights with Next-Sequence Prediction,"Hee Seung Hwang, Xindi Wu, Sanghyuk Chun, Olga Russakovsky",2026,ArXiv,arXiv:2602.16704v1,"Primary scope leak markers detected: GRPO, PostTraining",arxiv,https://arxiv.org/abs/2602.16704v1,targeted_search
Reinforcement Learning with Promising Tokens for Large Language Models,"Jing-Cheng Pang, Liang Lu, Xian Tang, Kun Jiang, Sijie Wu, Kai Zhang, Xubin Li",2026,ArXiv,arXiv:2602.03195v2,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2602.03195v2,papers.csv|pdf_ref|targeted_search
RELATE: A Reinforcement Learning-Enhanced LLM Framework for Advertising Text Generation,"Jinfang Wang, Jiajie Liu, Jianwei Wu, Ziqin Luo, Zhen Chen, Chunlei Li, Biao Han, Tao Deng, Yi Li, Shuanglong Li, Lin Liu",2026,ArXiv,arXiv:2602.11780v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.11780v1,targeted_search
Rethinking the Trust Region in LLM Reinforcement Learning,"Penghui Qi, Xiangxin Zhou, Zichen Liu, Tianyu Pang, Chao Du, Min Lin, Wee Sun Lee",2026,ArXiv,arXiv:2602.04879v1,Primary scope leak markers detected: PPO_for_LLM,arxiv,https://arxiv.org/abs/2602.04879v1,targeted_search
"Reward Modeling for Reinforcement Learning-Based LLM Reasoning: Design, Challenges, and Evaluation","Pei-Chi Pan, Yingbin Liang, Sen Lin",2026,ArXiv,arXiv:2602.09305v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.09305v1,pdf_ref|targeted_search
"Reward Modeling for Reinforcement Learning-Based LLM Reasoning: Design, Challenges, and Evaluation","Pei-Chi Pan, Yingbin Liang, Sen Lin",2026,arXiv (Cornell University),arXiv:2602.09305,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.09305,pdf_ref|targeted_search
Rewarding Creativity: A Human-Aligned Generative Reward Model for Reinforcement Learning in Storytelling,"Zhaoyan Li, Hang Lei, Yujia Wang, Lanbo Liu, Hao Liu, Liang Yu",2026,ArXiv.org,arXiv:2601.07149,"Primary scope leak markers detected: GRPO, Alignment",arxiv,https://arxiv.org/abs/2601.07149,papers.csv|pdf_ref|targeted_search
Rewards as Labels: Revisiting RLVR from a Classification Perspective,"Zepeng Zhai, Meilin Chen, Jiaxuan Zhao, Junlang Qian, Lei Shen, Yuan Lu",2026,ArXiv,arXiv:2602.05630v1,"Primary scope leak markers detected: GRPO, ImproveLLMReasoning",arxiv,https://arxiv.org/abs/2602.05630v1,targeted_search
Robust Policy Optimization to Prevent Catastrophic Forgetting,"Mahdi Sabbaghi, George Pappas, Adel Javanmard, Hamed Hassani",2026,ArXiv,arXiv:2602.08813v1,"Primary scope leak markers detected: RLHF, GRPO, PostTraining",arxiv,https://arxiv.org/abs/2602.08813v1,targeted_search
Secure Code Generation via Online Reinforcement Learning with Vulnerability Reward Model,"Tianyi Wu, Mingzhe Du, Yue Liu, Chengran Yang, Terry Yue Zhuo, Jiaheng Zhang, See-Kiong Ng",2026,ArXiv,arXiv:2602.07422v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.07422v1,pdf_ref|targeted_search
Secure Code Generation via Online Reinforcement Learning with Vulnerability Reward Model,"Tianyi Wu, Mingzhe Du, Yue Liu, Chengran Yang, Terry Yue Zhuo, Jiaheng Zhang, See-Kiong Ng",2026,arXiv (Cornell University),arXiv:2602.07422,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.07422,pdf_ref|targeted_search
SED-SFT: Selectively Encouraging Diversity in Supervised Fine-Tuning,"Yijie Chen, Yijin Liu, Fandong Meng",2026,ArXiv,arXiv:2602.07464v1,Primary scope leak markers detected: PostTraining,arxiv,https://arxiv.org/abs/2602.07464v1,targeted_search
Self-Distilled Reasoner: On-Policy Self-Distillation for Large Language Models,"Siyan Zhao, Zhihui Xie, Mengchen Liu, Jing Huang, Guan Pang, Feiyu Chen, Aditya Grover",2026,ArXiv.org,arXiv:2601.18734,"Primary scope leak markers detected: GRPO, ImproveLLMReasoning",arxiv,https://arxiv.org/abs/2601.18734,papers.csv|pdf_ref|targeted_search
Self-Hinting Language Models Enhance Reinforcement Learning,"Baohao Liao, Hanze Dong, Xinxing Xu, Christof Monz, Jiang Bian",2026,ArXiv,arXiv:2602.03143v1,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2602.03143v1,papers.csv|pdf_ref|targeted_search
Self-Hinting Language Models Enhance Reinforcement Learning,"Baohao Liao, Hanze Dong, Xinxing Xu, Tom Kocmi, Jiang Bian",2026,arXiv (Cornell University),arXiv:2602.03143,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2602.03143,papers.csv|pdf_ref|targeted_search
SEMA: Simple yet Effective Learning for Multi-Turn Jailbreak Attacks,"Mingqian Feng, Xiaodong Liu, Weiwei Yang, Jialin Song, Xuekai Zhu, Chenliang Xu, Jianfeng Gao",2026,ArXiv,arXiv:2602.06854v1,"Primary scope leak markers detected: DPO, PreferenceOptimization, Alignment",arxiv,https://arxiv.org/abs/2602.06854v1,targeted_search
SLIME: Stabilized Likelihood Implicit Margin Enforcement for Preference Optimization,"Maksim Afanasyev, Illarion Iov",2026,ArXiv,arXiv:2602.02383v2,"Primary scope leak markers detected: RLHF, PreferenceOptimization, Alignment",arxiv,https://arxiv.org/abs/2602.02383v2,targeted_search
SLIME: Stabilized Likelihood Implicit Margin Enforcement for Preference Optimization,"Maksim Afanasyev, Illarion Iov",2026,arXiv (Cornell University),arXiv:2602.02383,"Primary scope leak markers detected: RLHF, PreferenceOptimization, Alignment",arxiv,https://arxiv.org/abs/2602.02383,targeted_search
Socially-Weighted Alignment: A Game-Theoretic Framework for Multi-Agent LLM Systems,"Furkan Mumcu, Yasin Yilmaz",2026,ArXiv,arXiv:2602.14471v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.14471v1,targeted_search
Socially-Weighted Alignment: A Game-Theoretic Framework for Multi-Agent LLM Systems,"Furkan Mumcu, Yasin Yılmaz",2026,arXiv (Cornell University),arXiv:2602.14471,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.14471,targeted_search
SPARC: Separating Perception And Reasoning Circuits for Test-time Scaling of VLMs,"Niccolo Avogaro, Nayanika Debnath, Li Mi, Thomas Frick, Junling Wang, Zexue He, Hang Hua, Konrad Schindler, Mattia Rigotti",2026,ArXiv,arXiv:2602.06566v2,Primary scope leak markers detected: ImproveLLMReasoning,arxiv,https://arxiv.org/abs/2602.06566v2,targeted_search
Spec-o3: A Tool-Augmented Vision-Language Agent for Rare Celestial Object Candidate Vetting via Automated Spectral Inspection,"Minghui Jia, Qichao Zhang, Ali Luo, Linjing Li, Shuo Ye, Hailing Lu, Wen Hou, Dongbin Zhao",2026,ArXiv,arXiv:2601.06498v1,Primary scope leak markers detected: PostTraining,arxiv,https://arxiv.org/abs/2601.06498v1,targeted_search
SpotAgent: Grounding Visual Geo-localization in Large Vision-Language Models through Agentic Reasoning,"Furong Jia, Ling Dai, Wenjin Deng, Fan Zhang, Chen Hu, Daxin Jiang, Yu Liu",2026,ArXiv,arXiv:2602.09463v2,"Primary scope leak markers detected: Alignment, PostTraining",arxiv,https://arxiv.org/abs/2602.09463v2,papers.csv|pdf_ref|targeted_search
StagePilot: A Deep Reinforcement Learning Agent for Stage-Controlled Cybergrooming Simulation,"Heajun An, Qi Zhang, Minqian Liu, Xinyi Zhang, Sang Won Lee, Lifu Huang, Pamela J. Wisniewski, Jin-Hee Cho",2026,ArXiv,arXiv:2602.05060v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.05060v1,targeted_search
STAPO: Stabilizing Reinforcement Learning for LLMs by Silencing Rare Spurious Tokens,"Shiqi Liu, Zeyu He, Guojian Zhan, Letian Tao, Zhilong Zheng, Jiang Wu, Yinuo Wang, Yang Guan, Kehua Sheng, Bo Zhang, Keqiang Li, Jingliang Duan, Shengbo Eben Li",2026,ArXiv,arXiv:2602.15620v2,"Primary scope leak markers detected: GRPO, ImproveLLMReasoning",arxiv,https://arxiv.org/abs/2602.15620v2,targeted_search
StealthRL: Reinforcement Learning Paraphrase Attacks for Multi-Detector Evasion of AI-Text Detectors,"Suraj Ranganath, Atharv Ramesh",2026,ArXiv,arXiv:2602.08934v1,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2602.08934v1,targeted_search
Steering LLMs via Scalable Interactive Oversight,"Enyu Zhou, Zhiheng Xi, Long Ma, Zhihao Zhang, Shihan Dou, Zhikai Lei, Guoteng Wang, Rui Zheng, Hang Yan, Tao Gui, Qi Zhang, Xuanjing Huang",2026,ArXiv,arXiv:2602.04210v2,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.04210v2,targeted_search
STVG-R1: Incentivizing Instance-Level Reasoning and Grounding in Videos via Reinforcement Learning,"Xiaowen Zhang, Zhi Gao, Licheng Jiao, Lingling Li, Qing Li",2026,ArXiv,arXiv:2602.11730v1,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2602.11730v1,targeted_search
SWE-Master: Unleashing the Potential of Software Engineering Agents via Post-Training,"Huatong Song, Lisheng Huang, Shuang Sun, Jinhao Jiang, Ran Le, Daixuan Cheng, Guoxin Chen, Yiwen Hu, Zongchao Chen, Wayne Xin Zhao, Yang Song, Tao Zhang, Ji-Rong Wen",2026,ArXiv,arXiv:2602.03411v1,Primary scope leak markers detected: PostTraining,arxiv,https://arxiv.org/abs/2602.03411v1,targeted_search
Synthetic Interaction Data for Scalable Personalization in Large Language Models,"Yuchen Ma, Yue Huang, Wenjie Wang, Xiaonan Luo, Xiangliang Zhang, Stefan Feuerriegel",2026,ArXiv,arXiv:2602.12394v1,Primary scope leak markers detected: PPO_for_LLM,arxiv,https://arxiv.org/abs/2602.12394v1,papers.csv|pdf_ref|targeted_search
Synthetic Interaction Data for Scalable Personalization in Large Language Models,"Yuchen Ma, Yue Huang, Wenjie Wang, Xiaonan Luo, Xiangliang Zhang, Stefan Feuerriegel",2026,arXiv (Cornell University),arXiv:2602.12394,Primary scope leak markers detected: PPO_for_LLM,arxiv,https://arxiv.org/abs/2602.12394,papers.csv|pdf_ref|targeted_search
TabSieve: Explicit In-Table Evidence Selection for Tabular Prediction,"Yongyao Wang, Ziqi Miao, Lu Yang, Haonan Jia, Wenting Yan, Chen Qian, Lijun Li",2026,ArXiv,arXiv:2602.11700v1,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2602.11700v1,targeted_search
Thickening-to-Thinning: Reward Shaping via Human-Inspired Learning Dynamics for LLM Reasoning,"Wenze Lin, Zhen Yang, Xitai Jiang, Pony Ma, Gao Huang",2026,ArXiv,arXiv:2602.04265v1,Primary scope leak markers detected: GRPO,arxiv,https://arxiv.org/abs/2602.04265v1,targeted_search
Towards Efficient Large Language Reasoning Models via Extreme-Ratio Chain-of-Thought Compression,"Yuntian Tang, Bohan Jia, Wenxuan Huang, Lianyue Zhang, Jiao Xie, Wenxi Li, Wei Li, Jie Hu, Xinghao Chen, Rongrong Ji, Shaohui Lin",2026,ArXiv,arXiv:2602.08324v1,Primary scope leak markers detected: ImproveLLMReasoning,arxiv,https://arxiv.org/abs/2602.08324v1,papers.csv|pdf_ref|targeted_search
Towards On-Policy SFT: Distribution Discriminant Theory and its Applications in LLM Training,"Miaosen Zhang, Yishan Liu, Shuxia Lin, Xu Yang, Qi Dai, Chong Luo, Weihao Jiang, Peng Hou, Anxiang Zeng, Xin Geng, Baining Guo",2026,ArXiv,arXiv:2602.12222v1,"Primary scope leak markers detected: DPO, Alignment",arxiv,https://arxiv.org/abs/2602.12222v1,targeted_search
Trade-R1: Bridging Verifiable Rewards to Stochastic Environments via Process-Level Reasoning Verification,"Rui Sun, Yifan Sun, Sheng Xu, Li Men [UNIFESP] Zhao, Jing Li, Daxin Jiang, Cheng Hua, Zuo Bai",2026,ArXiv.org,arXiv:2601.03948,Primary scope leak markers detected: Alignment,arxiv,https://arxiv.org/abs/2601.03948,targeted_search
"Train Less, Learn More: Adaptive Efficient Rollout Optimization for Group-Based Reinforcement Learning","Zhi Zhang, Zhen Han, Costas Mavromatis, Qi Zhu, Yunyi Zhang, Sheng Guan, Dingmin Wang, Xiong Zhou, Shuai Wang, Soji Adeshina, Vassilis Ioannidis, Huzefa Rangwala",2026,ArXiv,arXiv:2602.14338v1,"Primary scope leak markers detected: GRPO, Alignment, PostTraining",arxiv,https://arxiv.org/abs/2602.14338v1,targeted_search
Training LLMs for Divide-and-Conquer Reasoning Elevates Test-Time Scalability,"Xiao Liang, Zhong-Zhi Li, Zhenghao Lin, Eric Hancheng Jiang, Hengyuan Zhang, Yelong Shen, Kai-Wei Chang, Ying Nian Wu, Yeyun Gong, Weizhu Chen",2026,ArXiv,arXiv:2602.02477v1,Primary scope leak markers detected: PostTraining,arxiv,https://arxiv.org/abs/2602.02477v1,targeted_search
