Raw_Title,Raw_ArXiv_or_DOI,Source,Issue,Notes
Interactive Fiction Games: A Colossal Adventure,10.1609/aaai.v34i05.6297,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Interactive Language: Talking to Robots in Real Time,10.1109/lra.2023.3295255,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Internalizing Meta-Experience into Memory for Guided Reinforcement Learning in Large Language Models,arXiv:2602.10224v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Intrinsic Credit Assignment for Long Horizon Interaction,arXiv:2602.12342v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Intrinsic Scene Properties from a Single RGB-D Image,10.1109/cvpr.2013.10,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Introduction to AI Robotics,10.1108/ir.2001.28.3.266.1,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Inverse Reward Design,arXiv:1711.02827,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Jackpot: Optimal Budgeted Rejection Sampling for Extreme Actor-Policy Mismatch Reinforcement Learning,arXiv:2602.06107v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Just-In-Time Reinforcement Learning: Continual Learning in LLM Agents Without Gradient Updates,arXiv:2601.18510v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Keep CALM and Explore: Language Models for Action Generation in Text-based Games,arXiv:2010.02903v1,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
KernelBlaster: Continual Cross-Task CUDA Optimization via Memory-Augmented In-Context Reinforcement Learning,arXiv:2602.14293v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
KernelBlaster: Continual Cross-Task CUDA Optimization via Memory-Augmented In-Context Reinforcement Learning,arXiv:2602.14293,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
KoLA: Carefully Benchmarking World Knowledge of Large Language Models,arXiv:2306.09296,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Lane2Seq: Towards Unified Lane Detection via Sequence Generation,10.1109/cvpr52733.2024.01603,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Language as an Abstraction for Hierarchical Deep Reinforcement Learning,arXiv:1906.07343,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Language Model Self-improvement by Reinforcement Learning Contemplation,arXiv:2305.14483v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Language Models are Few-Shot Learners,arXiv:2005.14165,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
LanGWM: Language Grounded World Model,arXiv:2311.17593,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Large Artificial Intelligence Model Guided Deep Reinforcement Learning for Resource Allocation in Non Terrestrial Networks,arXiv:2601.08254,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
"Large Language Model (LLM) for Telecommunications: A Comprehensive Survey on Principles, Key Techniques, and Opportunities",10.1109/comst.2024.3465447,papers.csv,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
Large Language Model Unlearning,arXiv:2310.10683v2,papers.csv,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Large Language Model-Powered Evolutionary Code Optimization on a Phylogenetic Tree,arXiv:2601.14523v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Large Language Models Are Human-Level Prompt Engineers,arXiv:2211.01910,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Large Language Models for Physics Instrument Design,arXiv:2601.07580,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Large language models in medicine,10.1038/s41591-023-02448-8,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
"Large Language Models: A Comprehensive Survey of its Applications, Challenges, Limitations, and Future Prospects",10.36227/techrxiv.23589741.v4,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
"Large Language Models: A Comprehensive Survey of its Applications, Challenges, Limitations, and Future Prospects",10.36227/techrxiv.23589741.v3,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Latent Poincaré Shaping for Agentic Reinforcement Learning,arXiv:2602.09375v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Learned-Rule-Augmented Large Language Model Evaluators,arXiv:2512.01958,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Learning Abstractions for Hierarchical Planning in Program-Synthesis Agents,arXiv:2602.00929v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Learning Latent Dynamics for Planning from Pixels,arXiv:1811.04551,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Learning Query-Aware Budget-Tier Routing for Runtime Agent Memory,arXiv:2602.06025v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Learning Query-Specific Rubrics from Human Preferences for DeepResearch Report Generation,arXiv:2602.03619v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Learning Rewards From Linguistic Feedback,10.1609/aaai.v35i7.16749,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Learning Self-Correction in Vision-Language Models via Rollout Augmentation,arXiv:2602.08503v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Learning to Combat Compounding-Error in Model-Based Reinforcement Learning,arXiv:1912.11206v1,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Learning to Configure Agentic AI Systems,arXiv:2602.11574v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Learning to Configure Agentic AI Systems,arXiv:2602.11574,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Learning to Evict from Key-Value Cache,arXiv:2602.10238v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Learning to Evict from Key-Value Cache,arXiv:2602.10238,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Learning to Generate Better Than Your LLM,arXiv:2306.11816v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Learning to Inject: Automated Prompt Injection via Reinforcement Learning,arXiv:2602.05746v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Learning to interpret natural language commands through human-robot dialog,,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Learning to Model the World with Language,arXiv:2308.01399,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Learning to Model the World with Language,arXiv:2308.01399v2,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Learning to Parse Natural Language Commands to a Robot Control System,10.1007/978-3-319-00065-7_28,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Learning to Reason without External Rewards,arXiv:2505.19590v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Learning Transferable Visual Models From Natural Language Supervision,arXiv:2103.00020,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Learning User Interests via Reasoning and Distillation for Cross-Domain News Recommendation,arXiv:2602.15005v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Length-Unbiased Sequence Policy Optimization: Revealing and Controlling Response Length Variation in RLVR,arXiv:2602.05261v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Leveraging Generative AI and Large Language Models: A Comprehensive Roadmap for Healthcare Integration,10.3390/healthcare11202776,papers.csv,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
Likelihood-Based Reward Designs for General LLM Reasoning,arXiv:2602.03979v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
LiLMaps: Learnable Implicit Language Maps,10.32388/d8q0y8,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
LLaMA: Open and Efficient Foundation Language Models,arXiv:2302.13971,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
LLM Critics Help Catch LLM Bugs,arXiv:2407.00215v1,papers.csv,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
LLM Post-Training: A Deep Dive into Reasoning Large Language Models,arXiv:2502.21321v2,papers.csv,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
LLM-based Multi-Agent Reinforcement Learning: Current and Future Directions,arXiv:2405.11106v1,papers.csv,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
LLM-Coordination: Evaluating and Analyzing Multi-agent Coordination Abilities in Large Language Models,arXiv:2310.03903v3,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
LLM-Planner: Few-Shot Grounded Planning for Embodied Agents with Large Language Models,10.1109/iccv51070.2023.00280,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
LLMOrbit: A Circular Taxonomy of Large Language Models -From Scaling Walls to Agentic AI Systems,arXiv:2601.14053v1,prior_core,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Logic-RL: Unleashing LLM Reasoning with Rule-Based Reinforcement Learning,arXiv:2502.14768v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Long Chain-of-Thought Compression via Fine-Grained Group Policy Optimization,arXiv:2602.10048v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Long Short-Term Memory,10.1162/neco.1997.9.8.1735,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
LongR: Unleashing Long-Context Reasoning via Reinforcement Learning with Dense Utility Rewards,arXiv:2602.05758v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
LongR: Unleashing Long-Context Reasoning via Reinforcement Learning with Dense Utility Rewards,arXiv:2602.05758,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
LoRA: Low-Rank Adaptation of Large Language Models,arXiv:2106.09685,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
M2CURL: Sample-Efficient Multimodal Reinforcement Learning via Self-Supervised Representation Learning for Robotic Manipulation,arXiv:2401.17032v2,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
MAC-AMP: A Closed-Loop Multi-Agent Collaboration System for Multi-Objective Antimicrobial Peptide Design,arXiv:2602.14926v1,targeted_search,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
MAC-AMP: A Closed-Loop Multi-Agent Collaboration System for Multi-Objective Antimicrobial Peptide Design,arXiv:2602.14926,targeted_search,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
Mamba: Linear-Time Sequence Modeling with Selective State Spaces,arXiv:2312.00752v2,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
MarsRL: Advancing Multi-Agent Reasoning System via Reinforcement Learning with Agentic Pipeline Parallelism,arXiv:2511.11373,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Masked World Models for Visual Control,arXiv:2206.14244,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Mastering Atari with Discrete World Models,arXiv:2010.02193,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
"Mastering Atari, Go, Chess and Shogi by Planning with a Learned Model",arXiv:1911.08265v2,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Mastering the game of Go with deep neural networks and tree search,10.1038/nature16961,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Mathematical discoveries from program search with large language models,10.1038/s41586-023-06924-6,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Measuring and Narrowing the Compositionality Gap in Language Models,10.18653/v1/2023.findings-emnlp.378,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Mechanics of Robotic Manipulation,10.7551/mitpress/4527.001.0001,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
MedSAM-Agent: Empowering Interactive Medical Image Segmentation with Multi-turn Agentic Reinforcement Learning,arXiv:2602.03320v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
MedXIAOHE: A Comprehensive Recipe for Building Medical MLLMs,arXiv:2602.12705v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Meta-Sel: Efficient Demonstration Selection for In-Context Learning via Supervised Meta-Learning,arXiv:2602.12123v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
MiniRec: Data-Efficient Reinforcement Learning for LLM-based Recommendation,arXiv:2602.04278v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Mismatch Quest: Visual and Textual Feedback for Image-Text Misalignment,10.1007/978-3-031-72998-0_18,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Mitigating Strategy Preference Bias in Emotional Support Conversation via Uncertainty Estimations,arXiv:2509.12661,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Mixture of Masters: Sparse Chess Language Models with Player Routing,arXiv:2602.04447v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Mobile battery energy storage system control with knowledge‐assisted deep reinforcement learning,10.1049/enc2.12075,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
MobileManiBench: Simplifying Model Verification for Mobile Manipulation,arXiv:2602.05233v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Modular Multitask Reinforcement Learning with Policy Sketches,arXiv:1611.01796,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
MolAct: An Agentic RL Framework for Molecular Editing and Property Optimization,arXiv:2512.20135v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
MomaGraph: State-Aware Unified Scene Graphs with Vision-Language Model for Embodied Task Planning,arXiv:2512.16909,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Motif: Intrinsic Motivation from Artificial Intelligence Feedback,arXiv:2310.00166v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
MuJoCo: A physics engine for model-based control,10.1109/iros.2012.6386109,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Multi-sensor surface analysis for robotic ironing,10.1109/icra.2016.7487788,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
"Multi-Step Reasoning with Large Language Models, a Survey",10.1145/3774896,papers.csv,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
Multimodal transformer with adaptive modality weighting for multimodal sentiment analysis,10.1016/j.neucom.2023.127181,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Multitask Learning and Reinforcement Learning for Personalized Dialog Generation: An Empirical Study,10.1109/tnnls.2020.2975035,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Multitask Prompted Training Enables Zero-Shot Task Generalization,arXiv:2110.08207v3,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Native Reasoning Models: Training Language Models to Reason on Unverifiable Data,arXiv:2602.11549v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Natural Language-conditioned Reinforcement Learning with Inside-out Task Language Development and Translation,arXiv:2302.09368v1,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Natural Questions: A Benchmark for Question Answering Research,10.1162/tacl_a_00276,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
New Skills or Sharper Primitives? A Probabilistic Perspective on the Emergence of Reasoning in RLVR,arXiv:2602.08281v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
No More Stale Feedback: Co-Evolving Critics for Open-World Agent Learning,arXiv:2601.06794v1,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
OdorAgent: Generate Odor Sequences for Movies Based on Large Language Model,10.1109/vr58804.2024.00034,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Offline Reinforcement Learning as One Big Sequence Modeling Problem,arXiv:2106.02039,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
OmniVL-Guard: Towards Unified Vision-Language Forgery Detection and Grounding via Balanced RL,arXiv:2602.10687v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
On the Optimal Reasoning Length for RL-Trained Language Models,arXiv:2602.09591v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
On the Prospects of Incorporating Large Language Models (LLMs) in Automated Planning and Scheduling (APS),10.1609/icaps.v34i1.31503,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
On the Prospects of Incorporating Large Language Models (LLMs) in Automated Planning and Scheduling (APS),arXiv:2401.02500,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
One Tool Is Enough: Reinforcement Learning for Repository-Level LLM Agents,arXiv:2512.20957v5,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Online Causal Kalman Filtering for Stable and Effective Policy Optimization,arXiv:2602.10609v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Open Problems and Fundamental Limitations of Reinforcement Learning from Human Feedback,arXiv:2307.15217,papers.csv,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
Open-Vocabulary Predictive World Models from Sensor Observations,10.3390/s24144735,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
OpenChat: Advancing Open-source Language Models with Mixed-Quality Data,arXiv:2309.11235v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
OpenTinker: Separating Concerns in Agentic Reinforcement Learning,arXiv:2601.07376v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
PAFT: Prompt-Agnostic Fine-Tuning,arXiv:2502.12859v3,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Parameter-Efficient Mixture-of-Experts Architecture for Pre-trained Language Models,arXiv:2203.01104v4,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
PEARL: Self-Evolving Assistant for Time Management with Reinforcement Learning,arXiv:2601.11957v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
PEGRL: Improving Machine Translation by Post-Editing Guided Reinforcement Learning,arXiv:2602.03352v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
PEGRL: Improving Machine Translation by Post-Editing Guided Reinforcement Learning,arXiv:2602.03352,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Perception of cloth in assistive robotic manipulation tasks,10.1007/s11047-020-09784-5,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Perceptual-Evidence Anchored Reinforced Learning for Multimodal Reasoning,arXiv:2511.18437,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Personalized dynamic lighting via LLM-Empowered multi-Agent reinforcement learning: From user intent to photometric control,10.1016/j.eswa.2026.131633,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
PlotGen: Multi-Agent LLM-based Scientific Data Visualization via Multimodal Retrieval Feedback,10.1145/3701716.3716888,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
POINTS-GUI-G: GUI-Grounding Journey,arXiv:2602.06391v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
PORTool: Tool-Use LLM Training with Rewarded Tree,arXiv:2510.26020v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Precedent-Enhanced Legal Judgment Prediction with LLM and Domain-Model Collaboration,10.18653/v1/2023.emnlp-main.740,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Predicting LLM Output Length via Entropy-Guided Representations,arXiv:2602.11812,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
"Preference Fine-Tuning of LLMs Should Leverage Suboptimal, On-Policy Data",arXiv:2404.14367v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Prepare Reasoning Language Models for Multi-Agent Debate with Self-Debate Reinforcement Learning,arXiv:2601.22297,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Privileged Information Distillation for Language Models,arXiv:2602.04942v3,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
PRO-V-R1: Reasoning Enhanced Programming Agent for RTL Verification,arXiv:2506.12200v4,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Procedures as a representation for data in a computer program for understanding natural language,,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Proceedings of the 2013 Conference on Empirical Methods in Natural Language Processing,10.18653/v1/d13-1,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Proceedings of the 24th international conference on Machine learning,10.1145/1273496,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
ProgPrompt: Generating Situated Robot Task Plans using Large Language Models,10.1109/icra48891.2023.10161317,citation_expand,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
ProgPrompt: program generation for situated robot task planning using large language models,10.1007/s10514-023-10135-3,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Prompter: Utilizing Large Language Model Prompting for a Data Efficient Embodied Instruction Following,arXiv:2211.03267v2,pdf_ref,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Proof-RM: A Scalable and Generalizable Reward Model for Math Proof,arXiv:2602.02377v1,targeted_search,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
Proof-RM: A Scalable and Generalizable Reward Model for Math Proof,arXiv:2602.02377,targeted_search,Irrelevant_or_unclear_scope,Survey/review without direct RL-loop method contribution
ProRL: Prolonged Reinforcement Learning Expands Reasoning Boundaries in Large Language Models,arXiv:2505.24864v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Proximal Policy Optimization Algorithms,arXiv:1707.06347v2,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
QT-Opt: Scalable Deep Reinforcement Learning for Vision-Based Robotic Manipulation,arXiv:1806.10293,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
QUATRO: Query-Adaptive Trust Region Policy Optimization for LLM Fine-tuning,arXiv:2602.04620v2,prior_core,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Query Rewriting for Retrieval-Augmented Large Language Models,arXiv:2305.14283v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Query Rewriting in Retrieval-Augmented Large Language Models,10.18653/v1/2023.emnlp-main.322,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
QuRL: Efficient Reinforcement Learning with Quantized Rollout,arXiv:2602.13953v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
R1-Searcher: Incentivizing the Search Capability in LLMs via Reinforcement Learning,arXiv:2503.05592v2,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
R3-RAG: Learning Step-by-Step Reasoning and Retrieval for LLMs via Reinforcement Learning,10.48448/ptzk-5w25,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
R3M: A Universal Visual Representation for Robot Manipulation,arXiv:2203.12601v3,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Rapid generation method of process routes based on multi-agent collaboration with LLMs,10.1016/j.aei.2025.103733,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
RE-MOVE: An Adaptive Policy Design for Robotic Navigation Tasks in Dynamic Environments via Language-Based Feedback,arXiv:2303.07622,pdf_ref,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Read and Reap the Rewards: Learning to Play Atari with the Help of Instruction Manuals,arXiv:2302.04449,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Real-Time Perception Meets Reactive Motion Generation,10.1109/lra.2018.2795645,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
Reasoning Cache: Continual Improvement Over Long Horizons via Short-Horizon RL,arXiv:2602.03773,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Reasoning with Exploration: An Entropy Perspective,arXiv:2506.14758v4,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
REBEL: Reward Regularization-Based Approach for Robotic Reinforcement Learning from Human Feedback,arXiv:2312.14436v3,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
ReCoRe: Regularized Contrastive Representation Learning of World Model,10.1109/cvpr52733.2024.02161,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Reflexion: Language Agents with Verbal Reinforcement Learning,arXiv:2303.11366,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Reinforcement Learning for Chain of Thought Compression with One-Domain-to-All Generalization,arXiv:2601.06052v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Reinforcement Learning for Engineering Design Automation,10.1016/j.aei.2022.101612,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Reinforcement Learning in Healthcare: A Survey,10.1145/3477600,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Reinforcement Learning with Action-Free Pre-Training from Videos,arXiv:2203.13880,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Reinforcement Learning with Promising Tokens for Large Language Models,arXiv:2602.03195v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Reinforcement Learning: A Survey,10.1613/jair.301,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Reinforcement World Model Learning for LLM-based Agents,arXiv:2602.05842v2,prior_core,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
Reinforcement World Model Learning for LLM-based Agents,arXiv:2602.05842,targeted_search,Irrelevant_or_unclear_scope,No clear RL-loop or control signal
rePIRL: Learn PRM with Inverse RL for LLM Reasoning,arXiv:2602.07832v1,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
RePlan: Reasoning-guided Region Planning for Complex Instruction-based Image Editing,arXiv:2512.16864,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Representation Learning with Contrastive Predictive Coding,arXiv:1807.03748v2,pdf_ref,Irrelevant_or_unclear_scope,No clear LLM signal
Research Report: AI Security is a LangSec Problem,10.1109/spw67851.2025.00011,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
ReSearch: Learning to Reason with Search for LLMs via Reinforcement Learning,arXiv:2503.19470v3,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
ReST meets ReAct: Self-Improvement for Multi-Step Reasoning LLM Agent,arXiv:2312.10003v1,papers.csv,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
ResT: Reshaping Token-Level Policy Gradients for Tool-Use Large Language Models,arXiv:2509.21826v2,targeted_search,Irrelevant_or_unclear_scope,Insufficient evidence that LLM improves RL loops
Rethinking Atrous Convolution for Semantic Image Segmentation,arXiv:1706.05587,citation_expand,Irrelevant_or_unclear_scope,No clear LLM signal
