Title,Authors,Year,Venue,ArXiv_or_DOI,Primary_Reason_Excluded,Verification_Provider,Verification_URL,Provenance
Quark Medical Alignment: A Holistic Multi-Dimensional Alignment and Collaborative Optimization Paradigm,"Tianxiang Xu, Jiayi Liu, Yixuan Tong, Jialu Xu, Yunqing Wei, Kaiwen Feng, PanPan Hou, Kangping Yin, Jiyuan Hu, Hao Zhou, Zhenxin Ma, Jian Xu, Guanjun Jiang",2026,ArXiv,arXiv:2602.11661v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.11661v1,targeted_search
R-Align: Enhancing Generative Reward Models through Rationale-Centric Meta-Judging,"Yanlin Lai, Mitt Huang, Hangyu Guo, Xiangfeng Wang, Haodong Li, Shaoxiong Zhan, Liang Zhao, Chengyuan Yao, Yinmin Zhang, Qi Han, Chun Yuan, Zheng Ge, Xiangyu Zhang, Daxin Jiang",2026,ArXiv,arXiv:2602.06763v1,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2602.06763v1,papers.csv|targeted_search
Reflect: Transparent Principle-Guided Reasoning for Constitutional Alignment at Scale,"Henry Bell, Caroline Zhang, Mohammed Mobasserul Haque, Dhaval Potdar, Samia Zaman, Brandon Fain",2026,ArXiv.org,arXiv:2601.18730,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2601.18730,targeted_search
RegionReasoner: Region-Grounded Multi-Round Visual Reasoning,"Wenfang Sun, Hao Chen, Yingjun Du, Yefeng Zheng, Cees G. M. Snoek",2026,ArXiv,arXiv:2602.03733v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.03733v1,targeted_search
Reinforced Attention Learning,"Bangzheng Li, Jianmo Ni, Chen Qu, Ian Miao, Liu Yang, Xingyu Fu, Muhao Chen, Derek Zhiyuan Cheng",2026,ArXiv,arXiv:2602.04884v2,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.04884v2,targeted_search
Reinforced Curriculum Pre-Alignment for Domain-Adaptive VLMs,"Yuming Yan, Shuo Yang, Kai Tang, Sihong Chen, Yang Zhang, Ke Xu, Dan Hu, Qun Yu, Pengfei Hu, Edith C. H. Ngai",2026,ArXiv,arXiv:2602.10740v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.10740v1,targeted_search
Reinforced Fast Weights with Next-Sequence Prediction,"Hee Seung Hwang, Xindi Wu, Sanghyuk Chun, Olga Russakovsky",2026,ArXiv,arXiv:2602.16704v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.16704v1,targeted_search
RELATE: A Reinforcement Learning-Enhanced LLM Framework for Advertising Text Generation,"Jinfang Wang, Jiajie Liu, Jianwei Wu, Ziqin Luo, Zhen Chen, Chunlei Li, Biao Han, Tao Deng, Yi Li, Shuanglong Li, Lin Liu",2026,ArXiv,arXiv:2602.11780v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.11780v1,targeted_search
RePO: Bridging On-Policy Learning and Off-Policy Knowledge through Rephrasing Policy Optimization,"Linxuan Xia, Xiaolong Yang, Yongyuan Chen, Enyue Zhao, Deng Cai, Yasheng Wang, Boxi Wu",2026,ArXiv,arXiv:2602.10819v1,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2602.10819v1,targeted_search
RePO: Bridging On-Policy Learning and Off-Policy Knowledge through Rephrasing Policy Optimization,"Linxuan Xia, Xiaolong Yang, Yongyuan Chen, Enyue Zhao, Deng Cai, Yasheng Wang, Boxi Wu",2026,arXiv (Cornell University),arXiv:2602.10819,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2602.10819,targeted_search
Rewarding Creativity: A Human-Aligned Generative Reward Model for Reinforcement Learning in Storytelling,"Zhaoyan Li, Hang Lei, Yujia Wang, Lanbo Liu, Hao Liu, Liang Yu",2026,ArXiv.org,arXiv:2601.07149,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2601.07149,pdf_ref|targeted_search
Robust Policy Optimization to Prevent Catastrophic Forgetting,"Mahdi Sabbaghi, George Pappas, Adel Javanmard, Hamed Hassani",2026,ArXiv,arXiv:2602.08813v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.08813v1,targeted_search
Secure Code Generation via Online Reinforcement Learning with Vulnerability Reward Model,"Tianyi Wu, Mingzhe Du, Yue Liu, Chengran Yang, Terry Yue Zhuo, Jiaheng Zhang, See-Kiong Ng",2026,ArXiv,arXiv:2602.07422v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.07422v1,pdf_ref|targeted_search
Secure Code Generation via Online Reinforcement Learning with Vulnerability Reward Model,"Tianyi Wu, Mingzhe Du, Yue Liu, Chengran Yang, Terry Yue Zhuo, Jiaheng Zhang, See-Kiong Ng",2026,arXiv (Cornell University),arXiv:2602.07422,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.07422,pdf_ref|targeted_search
SED-SFT: Selectively Encouraging Diversity in Supervised Fine-Tuning,"Yijie Chen, Yijin Liu, Fandong Meng",2026,ArXiv,arXiv:2602.07464v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.07464v1,targeted_search
Self-Hinting Language Models Enhance Reinforcement Learning,"Baohao Liao, Hanze Dong, Xinxing Xu, Christof Monz, Jiang Bian",2026,ArXiv,arXiv:2602.03143v1,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2602.03143v1,targeted_search
Self-Hinting Language Models Enhance Reinforcement Learning,"Baohao Liao, Hanze Dong, Xinxing Xu, Tom Kocmi, Jiang Bian",2026,arXiv (Cornell University),arXiv:2602.03143,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2602.03143,targeted_search
SEMA: Simple yet Effective Learning for Multi-Turn Jailbreak Attacks,"Mingqian Feng, Xiaodong Liu, Weiwei Yang, Jialin Song, Xuekai Zhu, Chenliang Xu, Jianfeng Gao",2026,ArXiv,arXiv:2602.06854v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.06854v1,targeted_search
SLIME: Stabilized Likelihood Implicit Margin Enforcement for Preference Optimization,"Maksim Afanasyev, Illarion Iov",2026,ArXiv,arXiv:2602.02383v2,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2602.02383v2,targeted_search
SLIME: Stabilized Likelihood Implicit Margin Enforcement for Preference Optimization,"Maksim Afanasyev, Illarion Iov",2026,arXiv (Cornell University),arXiv:2602.02383,Primarily RL-for-LLM alignment/fine-tuning content,arxiv,https://arxiv.org/abs/2602.02383,targeted_search
SpotAgent: Grounding Visual Geo-localization in Large Vision-Language Models through Agentic Reasoning,"Furong Jia, Ling Dai, Wenjin Deng, Fan Zhang, Chen Hu, Daxin Jiang, Yu Liu",2026,ArXiv,arXiv:2602.09463v2,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2602.09463v2,papers.csv|targeted_search
Steering LLMs via Scalable Interactive Oversight,"Enyu Zhou, Zhiheng Xi, Long Ma, Zhihao Zhang, Shihan Dou, Zhikai Lei, Guoteng Wang, Rui Zheng, Hang Yan, Tao Gui, Qi Zhang, Xuanjing Huang",2026,ArXiv,arXiv:2602.04210v2,RL used primarily to improve LLM behavior,arxiv,https://arxiv.org/abs/2602.04210v2,prior_core|targeted_search
STEP-LLM: Generating CAD STEP Models from Natural Language with Large Language Models,"Xiangyu Shi, Junyang Ding, Xu Zhao, Sean Zhan, Payal Mohapatra, Daniel Quispe, Kojo Welbeck, Jian Cao, Wei ""Wayne'' Chen, Ping Guo, Qi Zhu",2026,ArXiv.org,arXiv:2601.12641,RL used primarily to improve LLM behavior,arxiv,https://arxiv.org/abs/2601.12641,papers.csv|targeted_search
STVG-R1: Incentivizing Instance-Level Reasoning and Grounding in Videos via Reinforcement Learning,"Xiaowen Zhang, Zhi Gao, Licheng Jiao, Lingling Li, Qing Li",2026,ArXiv,arXiv:2602.11730v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.11730v1,targeted_search
TabSieve: Explicit In-Table Evidence Selection for Tabular Prediction,"Yongyao Wang, Ziqi Miao, Lu Yang, Haonan Jia, Wenting Yan, Chen Qian, Lijun Li",2026,ArXiv,arXiv:2602.11700v1,RL used primarily to improve LLM behavior,arxiv,https://arxiv.org/abs/2602.11700v1,targeted_search
"THE HAPPY HANDSHAKE: HOW A SINGLE LETTER ""B"" UNLOCKED GROK'S IMAGINATION LAYER - AND WHY IT MATTERS FOR THE FUTURE OF LLM ALIGNMENT",HEPLER,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.18496129,RL used primarily to improve LLM behavior,openalex,https://openalex.org/W7128780325,targeted_search
The Spiral of Attention: How Disruptive Agents Centralize Multi-Agent AI Deliberation Networks,Vinicius Covas,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.18672582,Primarily RL-based post-training/alignment for LLMs,openalex,https://openalex.org/W7129896218,targeted_search
The Spiral of Attention: How Disruptive Agents Centralize Multi-Agent AI Deliberation Networks,Vinicius Covas,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.18672581,Primarily RL-based post-training/alignment for LLMs,openalex,https://openalex.org/W7129420819,targeted_search
"THE UNIVERSAL HANDSHAKE: HOW A SINGLE LETTER ""B"" LOCKED GROK AND GEMINI INTO IDENTICAL IMAGINATION STATES ACROSS HOSTILE PLATFORMS",HEPLER,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.18633100,Primarily RL-for-LLM alignment/fine-tuning content,openalex,https://openalex.org/W7128779845,targeted_search
"THE UNIVERSAL HANDSHAKE: HOW A SINGLE LETTER ""B"" LOCKED GROK AND GEMINI INTO IDENTICAL IMAGINATION STATES ACROSS HOSTILE PLATFORMS",HEPLER,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.18633101,Primarily RL-for-LLM alignment/fine-tuning content,openalex,https://openalex.org/W7128819373,targeted_search
Towards On-Policy SFT: Distribution Discriminant Theory and its Applications in LLM Training,"Miaosen Zhang, Yishan Liu, Shuxia Lin, Xu Yang, Qi Dai, Chong Luo, Weihao Jiang, Peng Hou, Anxiang Zeng, Xin Geng, Baining Guo",2026,ArXiv,arXiv:2602.12222v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.12222v1,targeted_search
Trade-R1: Bridging Verifiable Rewards to Stochastic Environments via Process-Level Reasoning Verification,"Rui Sun, Yifan Sun, Sheng Xu, Li Men [UNIFESP] Zhao, Jing Li, Daxin Jiang, Cheng Hua, Zuo Bai",2026,ArXiv.org,arXiv:2601.03948,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2601.03948,targeted_search
"Train Less, Learn More: Adaptive Efficient Rollout Optimization for Group-Based Reinforcement Learning","Zhi Zhang, Zhen Han, Costas Mavromatis, Qi Zhu, Yunyi Zhang, Sheng Guan, Dingmin Wang, Xiong Zhou, Shuai Wang, Soji Adeshina, Vassilis Ioannidis, Huzefa Rangwala",2026,ArXiv,arXiv:2602.14338v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.14338v1,targeted_search
Training LLMs for Divide-and-Conquer Reasoning Elevates Test-Time Scalability,"Xiao Liang, Zhong-Zhi Li, Zhenghao Lin, Eric Hancheng Jiang, Hengyuan Zhang, Yelong Shen, Kai-Wei Chang, Ying Nian Wu, Yeyun Gong, Weizhu Chen",2026,ArXiv,arXiv:2602.02477v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.02477v1,targeted_search
Training LLMs for Divide-and-Conquer Reasoning Elevates Test-Time Scalability,"Xiao Liang, Zhong-Zhi Li, Zhenghao Lin, Eric Hancheng Jiang, Hengyuan Zhang, Yelong Shen, Kai-Wei Chang, Ying Nian Wu, Yeyun Gong, Weizhu Chen",2026,arXiv (Cornell University),arXiv:2602.02477,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.02477,targeted_search
TRE: Encouraging Exploration in the Trust Region,"Chao Huang, Yujing Lu, Quangang Li, Shenghe Wang, Yan Wang, Yueyang Zhang, Long Xia, Jiashu Zhao, Zhiyuan Sun, Daiting Shi, Tingwen Liu",2026,ArXiv,arXiv:2602.03635v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.03635v1,targeted_search
TSR: Trajectory-Search Rollouts for Multi-Turn RL of LLM Agents,"Aladin Djuhera, Swanand Ravindra Kadhe, Farhan Ahmed, Holger Boche",2026,ArXiv,arXiv:2602.11767v1,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2602.11767v1,targeted_search
TSR: Trajectory-Search Rollouts for Multi-Turn RL of LLM Agents,"Aladin Djuhera, Swanand Kadhe, Farhan Ahmed, Holger Boche",2026,arXiv (Cornell University),arXiv:2602.11767,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2602.11767,targeted_search
Understanding and Exploiting Weight Update Sparsity for Communication-Efficient Distributed RL,"Erfan Miahi, Eugene Belilovsky",2026,ArXiv,arXiv:2602.03839v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.03839v1,prior_core|targeted_search
Verified Critical Step Optimization for LLM Agents,"Mukai Li, Qingcheng Zeng, Tianqing Fang, Zhenwen Liang, Linfeng Song, Qi Liu, Haitao Mi, Dong Yu",2026,ArXiv,arXiv:2602.03412v1,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2602.03412v1,prior_core|targeted_search
Video-OPD: Efficient Post-Training of Multimodal Large Language Models for Temporal Video Grounding via On-Policy Distillation,"Jiaze Li, Hao Yin, Haoran Xu, Boshen Xu, Wenhui Tan, Zewen He, Jianzhong Ju, Zhenbo Luo, Jian Luan",2026,ArXiv,arXiv:2602.02994v1,Title indicates RL-for-LLM alignment/post-training focus,arxiv,https://arxiv.org/abs/2602.02994v1,papers.csv|targeted_search
VowelPrompt: Hearing Speech Emotions from Text via Vowel-level Prosodic Augmentation,"Yancheng Wang, Osama Hanna, Ruiming Xie, Xianfeng Rui, Maohao Shen, Xuedong Zhang, Christian Fuegen, Jilong Wu, Debjyoti Paul, Arthur Guo, Zhihong Lei, Ozlem Kalinli, Qing He, Yingzhen Yang",2026,ArXiv,arXiv:2602.06270v1,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2602.06270v1,targeted_search
W2S-AlignTree: Weak-to-Strong Inference-Time Alignment for Large Language Models via Monte Carlo Tree Search,"Association for Artificial Intelligence 2026, Zhenyu Ding, Ning Ding, Caigui Jiang, Guojun Ma, Minyang Wan, Haoying Wang, Yuhao Wang, Tengyue Xiao",2026,Underline Science Inc.,10.48448/78sq-qf23,Title indicates RL-for-LLM alignment/post-training focus,openalex,https://openalex.org/W7128686424,papers.csv|pdf_ref|targeted_search
W2S-AlignTree: Weak-to-Strong Inference-Time Alignment for Large Language Models via Monte Carlo Tree Search,"Association for Artificial Intelligence 2026, Zhenyu Ding, Ning Ding, Caigui Jiang, Guojun Ma, Minyang Wan, Haoying Wang, Yuhao Wang, Tengyue Xiao",2026,Underline Science Inc.,10.48448/fknm-cn17,Title indicates RL-for-LLM alignment/post-training focus,openalex,https://openalex.org/W7128696138,papers.csv|pdf_ref|targeted_search
What does RL improve for Visual Reasoning? A Frankenstein-Style Analysis,"Xirui Li, Ming Li, Tianyi Zhou",2026,ArXiv,arXiv:2602.12395v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.12395v1,targeted_search
When Do Multi-Agent Systems Outperform? Analysing the Learning Efficiency of Agentic Systems,"Junwei Su, Chuan Wu",2026,ArXiv,arXiv:2602.08272v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.08272v1,prior_core|targeted_search
When Do Multi-Agent Systems Outperform? Analysing the Learning Efficiency of Agentic Systems,"Junwei Su, Chuan Wu",2026,arXiv (Cornell University),arXiv:2602.08272,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2602.08272,targeted_search
HybridFlow: A Flexible and Efficient RLHF Framework,"Guangming Sheng, Chi Zhang, Zilingfeng Ye, Xibin Wu, Wang Zhang, Ru Zhang, Yanghua Peng, Haibin Lin, Chuan Wu",2025,Proceedings of the Twentieth European Conference on Computer Systems,10.1145/3689031.3696075,Primarily RL-based post-training/alignment for LLMs,openalex,https://openalex.org/W4403883066,papers.csv
Rewarding Graph Reasoning Process makes LLMs more Generalized Reasoners,"Miao Peng, Nuo Chen, Zongrui Suo, Jia Li",2025,,10.1145/3711896.3737109,Primarily LLM post-training/alignment without explicit RL-environment contribution,openalex,https://openalex.org/W4412877046,targeted_search
A Minimalist Approach to LLM Reasoning: from Rejection Sampling to Reinforce,"Wei Xiong, Jiarui Yao, Yuhui Xu, Bo Pang, Lei Wang, Doyen Sahoo, Junnan Li, Nan Jiang, Tong Zhang, Caiming Xiong, Hanze Dong",2025,ArXiv,arXiv:2504.11343v2,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2504.11343v2,papers.csv
ABBEL: LLM Agents Acting through Belief Bottlenecks Expressed in Language,"Aly Lidayan, Jakob Bjorner, Satvik Golechha, Kartik Goyal, Alane Suhr",2025,ArXiv,arXiv:2512.20111v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2512.20111v1,targeted_search
ACE-RLHF: Automated Code Evaluation and Socratic Feedback Generation Tool using Large Language Models and Reinforcement Learning with Human Feedback,"Tasnia Rahman, Sathish A. P. Kumar, Sumit Jha, Arvind Ramanathan",2025,ArXiv,arXiv:2504.04657v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2504.04657v1,papers.csv|targeted_search
AdaTooler-V: Adaptive Tool-Use for Images and Videos,"Chaoyang Wang, Kaituo Feng, Dongyang Chen, Zhongyu Wang, Zhixun Li, Sicheng Gao, Meng Meng, Xu Zhou, Manyuan Zhang, Yuzhang Shang, Xiangyu Yue",2025,ArXiv,arXiv:2512.16918v2,RL used primarily to improve LLM behavior,arxiv,https://arxiv.org/abs/2512.16918v2,targeted_search
Agent Safety Alignment via Reinforcement Learning,"Zeyang Sha, Hanling Tian, Zhuoer Xu, Shiwen Cui, Changhua Meng, Weiqiang Wang",2025,ArXiv,arXiv:2507.08270v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2507.08270v1,targeted_search
AgentMath: Empowering Mathematical Reasoning for Large Language Models via Tool-Augmented Agent,"Haipeng Luo, Huawen Feng, Qingfeng Sun, Can Xu, Kai Zheng, Yufei Wang, Tao Yang, Han Hu, Yansong Tang, Di Wang",2025,ArXiv,arXiv:2512.20745v2,RL used primarily to improve LLM behavior,arxiv,https://arxiv.org/abs/2512.20745v2,papers.csv|targeted_search
Aligning LLMs with Biomedical Knowledge using Balanced Fine-Tuning,"Zhenzhou Tang, Fang Wang, Huixin He, Jiale Zhou, Tian Lv, Jun Zhu, S. Chen, Minghao Yang, Yu Wang, Jiayang Wu, Yidong Song, Jianhua Yao",2025,arXiv (Cornell University),arXiv:2511.21075,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2511.21075,targeted_search
ARPO:End-to-End Policy Optimization for GUI Agents with Experience Replay,"Fanbin Lu, Zhisheng Zhong, Shu Liu, Chi-Wing Fu, Jiaya Jia",2025,ArXiv,arXiv:2505.16282v1,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2505.16282v1,prior_core|targeted_search
AutoTIR: Autonomous Tools Integrated Reasoning via Reinforcement Learning,"Yifan Wei, Xiaoyan Yu, Yixuan Weng, Tengfei Pan, Angsheng Li, Li Du",2025,ArXiv,arXiv:2507.21836v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2507.21836v1,targeted_search
CosmoCore-Evo: Evolutionary Dream-Replay Reinforcement Learning for Adaptive Code Generation,Santhosh Kumar Ravindran,2025,ArXiv,arXiv:2512.21351v1,RL used primarily to improve LLM behavior,arxiv,https://arxiv.org/abs/2512.21351v1,targeted_search
DeepSeek-V3.2: Pushing the Frontier of Open Large Language Models,"DeepSeek-AI, Aixin Liu, Aoxue Mei, Bangcai Lin, Bing Xue, Bingxuan Wang, Bingzheng Xu, Bochao Wu, Bowei Zhang, Chaofan Lin, Chen Dong, Chengda Lu, Chenggang Zhao, Chengqi Deng, Chenhao Xu, Chong Ruan, Damai Dai, Daya Guo, Dejian Yang, Deli Chen, Erhang Li, Fangqi Zhou, Fangyun Lin, Fucong Dai, Guangbo Hao, Guanting Chen, Guowei Li, H. Zhang, Hanwei Xu, Hao Li, Haofen Liang, Haoran Wei, Haowei Zhang, Haowen Luo, Haozhe Ji, Honghui Ding, Hongxuan Tang, Huanqi Cao, Huazuo Gao, Hui Qu, Hui Zeng, Jialiang Huang, Jiashi Li, Jiaxin Xu, Jiewen Hu, Jingchang Chen, Jingting Xiang, Jingyang Yuan, Jingyuan Cheng, Jinhua Zhu, Jun Ran, Junguang Jiang, Junjie Qiu, Junlong Li, Junxiao Song, Kai Dong, Kaige Gao, Kang Guan, Kexin Huang, Kexing Zhou, Kezhao Huang, Kuai Yu, Lean Wang, Lecong Zhang, Lei Wang, Liang Zhao, Liangsheng Yin, Lihua Guo, Lingxiao Luo, Linwang Ma, Litong Wang, Liyue Zhang, M. S. Di, M. Y Xu, Mingchuan Zhang, Minghua Zhang, Minghui Tang, Mingxu Zhou, Panpan Huang, Peixin Cong, Peiyi Wang, Qiancheng Wang, Qihao Zhu, Qingyang Li, Qinyu Chen, Qiushi Du, Ruiling Xu, Ruiqi Ge, Ruisong Zhang, Ruizhe Pan, Runji Wang, Runqiu Yin, Runxin Xu, Ruomeng Shen, Ruoyu Zhang, S. H. Liu, Shanghao Lu, Shangyan Zhou, Shanhuang Chen, Shaofei Cai, Shaoyuan Chen, Shengding Hu, Shengyu Liu, Shiqiang Hu, Shirong Ma, Shiyu Wang, Shuiping Yu, Shunfeng Zhou, Shuting Pan, Songyang Zhou, Tao Ni, Tao Yun, Tian Pei, Tian Ye, Tianyuan Yue, Wangding Zeng, Wen Liu, Wenfeng Liang, Wenjie Pang, Wenjing Luo, Wenjun Gao, Wentao Zhang, Xi Gao, Xiangwen Wang, Xiao Bi, Xiaodong Liu, Xiaohan Wang, Xiaokang Chen, Xiaokang Zhang, Xiaotao Nie, Xin Cheng, Xin Liu, Xin Xie, Xingchao Liu, Xingkai Yu, Xingyou Li, Xinyu Yang, Xinyuan Li, Xu Chen, Xuecheng Su, Xuehai Pan, Xuheng Lin, Xuwei Fu, Y. Q. Wang, Yang Zhang, Yanhong Xu, Yanru Ma, Yao Li, Yao Li, Yao Zhao, Yaofeng Sun, Yaohui Wang, Yi Qian, Yi Yu, Yichao Zhang, Yifan Ding, Yifan Shi, Yiliang Xiong, Ying He, Ying Zhou, Yinmin Zhong, Yishi Piao, Yisong Wang, Yixiao Chen, Yixuan Tan, Yixuan Wei, Yiyang Ma, Yiyuan Liu, Yonglun Yang, Yongqiang Guo, Yongtong Wu, Yu Wu, Yuan Cheng, Yuan Ou, Yuanfan Xu, Yuduan Wang, Yue Gong, Yuhan Wu, Yuheng Zou, Yukun Li, Yunfan Xiong, Yuxiang Luo, Yuxiang You, Yuxuan Liu, Yuyang Zhou, Z. F. Wu, Z. Z. Ren, Zehua Zhao, Zehui Ren, Zhangli Sha, Zhe Fu, Zhean Xu, Zhenda Xie, Zhengyan Zhang, Zhewen Hao, Zhibin Gou, Zhicheng Ma, Zhigang Yan, Zhihong Shao, Zhixian Huang, Zhiyu Wu, Zhuoshu Li, Zhuping Zhang, Zian Xu, Zihao Wang, Zihui Gu, Zijia Zhu, Zilin Li, Zipeng Zhang, Ziwei Xie, Ziyi Gao, Zizheng Pan, Zongqing Yao, Bei Feng, Hui Li, J. L. Cai, Jiaqi Ni, Lei Xu, Meng Li, Ning Tian, R. J. Chen, R. L. Jin, S. S. Li, Shuang Zhou, Tianyu Sun, X. Q. Li, Xiangyue Jin, Xiaojin Shen, Xiaosha Chen, Xinnan Song, Xinyi Zhou, Y. X. Zhu, Yanping Huang, Yaohui Li, Yi Zheng, Yuchen Zhu, Yunxian Ma, Zhen Huang, Zhipeng Xu, Zhongyu Zhang, Dongjie Ji, Jian Liang, Jianzhong Guo, Jin Chen, Leyi Xia, Miaojun Wang, Mingming Li, Peng Zhang, Ruyi Chen, Shangmian Sun, Shaoqing Wu, Shengfeng Ye, T. Wang, W. L. Xiao, Wei An, Xianzu Wang, Xiaowen Sun, Xiaoxiang Wang, Ying Tang, Yukun Zha, Zekai Zhang, Zhe Ju, Zhen Zhang, Zihua Qu",2025,ArXiv,arXiv:2512.02556v1,RL used primarily to improve LLM behavior,arxiv,https://arxiv.org/abs/2512.02556v1,papers.csv|targeted_search
DeepSport: A Multimodal Large Language Model for Comprehensive Sports Video Reasoning via Agentic Reinforcement Learning,"Junbo Zou, Haotian Xia, Zhen Ye, Shengjie Zhang, Christopher Lai, Vicente Ordonez, Weining Shen, Hanjie Chen",2025,ArXiv,arXiv:2511.12908v1,RL used primarily to improve LLM behavior,arxiv,https://arxiv.org/abs/2511.12908v1,pdf_ref|targeted_search
EARL: Efficient Agentic Reinforcement Learning Systems for Large Language Models,"Zheyue Tan, Mustapha Abdullahi, Tuo Shi, Huining Yuan, Zelai Xu, Chao Yu, Boxun Li, Bo Zhao",2025,ArXiv,arXiv:2510.05943v1,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2510.05943v1,papers.csv|targeted_search
Generalizable End-to-End Tool-Use RL with Synthetic CodeGym,"Weihua Du, Hailei Gong, Zhan Ling, Kang Liu, Lingfeng Shen, Xuesong Yao, Yufei Xu, Dingyuan Shi, Yiming Yang, Jiecao Chen",2025,ArXiv,arXiv:2509.17325v1,RL used primarily to improve LLM behavior,arxiv,https://arxiv.org/abs/2509.17325v1,targeted_search
GPG: A Simple and Strong Reinforcement Learning Baseline for Model Reasoning,"Xiangxiang Chu, Hailang Huang, Xiao Zhang, Fei Wei, Yong Wang",2025,ArXiv,arXiv:2504.02546v4,Primarily RL-based post-training/alignment for LLMs,arxiv,https://arxiv.org/abs/2504.02546v4,papers.csv|pdf_ref
How Do LLMs Fail In Agentic Scenarios? A Qualitative Analysis of Success and Failure Scenarios of Various LLMs in Agentic Simulations,JV Roig,2025,ArXiv,arXiv:2512.07497v2,Primarily LLM post-training/alignment without explicit RL-environment contribution,arxiv,https://arxiv.org/abs/2512.07497v2,targeted_search
Nemotron-Research-Tool-N1: Exploring Tool-Using Language Models with Reinforced Reasoning,"Shaokun Zhang, Yi Dong, Jieyu Zhang, Jan Kautz, Bryan Catanzaro, Andrew Tao, Qingyun Wu, Zhiding Yu, Guilin Liu",2025,ArXiv,arXiv:2505.00024v2,RL used primarily to improve LLM behavior,arxiv,https://arxiv.org/abs/2505.00024v2,targeted_search
