Title,Authors,Year,Venue,ArXiv_or_DOI,Why_Borderline,Verification_Provider,Verification_URL,Provenance
PRL: Process Reward Learning Improves LLMs' Reasoning Ability and Broadens the Reasoning Boundary,"Jiarui Yao, Ruida Wang, Tong Zhang",2026,arXiv (Cornell University),arXiv:2601.10201,"Insufficient concrete detail for summary (role=LLM reward module, setting=policy optimization RL, domain=missing)",arxiv,https://arxiv.org/abs/2601.10201,targeted_search
Pushing Forward Pareto Frontiers of Proactive Agents with Behavioral Agentic Optimization,"Yihang Yao, Zhepeng Cen, Haohong Lin, Shiqi Liu, Zuxin Liu, Jiacheng Zhu, Zhang-Wei Hong, Laixi Shi, Ding Zhao",2026,ArXiv,arXiv:2602.11351v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.11351v1,targeted_search
Pushing Forward Pareto Frontiers of Proactive Agents with Behavioral Agentic Optimization,"Yihang Yao, Zhepeng Cen, Haohong Lin, Shiqi Liu, Zuxin Liu, Jiacheng Zhu, Zhang-Wei Hong, Laixi Shi, Ding Zhao",2026,ArXiv.org,arXiv:2602.11351,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.11351,targeted_search
QuRL: Efficient Reinforcement Learning with Quantized Rollout,"Yuhang Li, Reena Elangovan, Xin Dong, Priyadarshini Panda, Brucek Khailany",2026,ArXiv,arXiv:2602.13953v1,"Insufficient concrete detail for summary (role=LLM reward module, setting=reward-shaping RL, domain=missing)",arxiv,https://arxiv.org/abs/2602.13953v1,targeted_search
RC-GRPO: Reward-Conditioned Group Relative Policy Optimization for Multi-Turn Tool Calling Agents,"Haitian Zhong, Jixiu Zhai, Lei Song, Jiang Bian, Qiang Liu, Tieniu Tan",2026,ArXiv,arXiv:2602.03025v1,Scope leak markers present: GRPO,arxiv,https://arxiv.org/abs/2602.03025v1,targeted_search
Reasoning Cache: Continual Improvement Over Long Horizons via Short-Horizon RL,"Ian Wu, Yuxiao Qu, Amrith Setlur, Aviral Kumar",2026,arXiv (Cornell University),arXiv:2602.03773,"Insufficient concrete detail for summary (role=LLM reasoning module, setting=policy optimization RL, domain=missing)",arxiv,https://arxiv.org/abs/2602.03773,targeted_search
Reinforcement World Model Learning for LLM-based Agents,"Xiao Yu, Baolin Peng, Ruize Xu, Yelong Shen, Pengcheng He, Suman Nath, Nikhil Singh, Jiangfeng Gao, Zhou Yu",2026,ArXiv,arXiv:2602.05842v2,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.05842v2,papers.csv|pdf_ref|targeted_search
Reinforcement World Model Learning for LLM-based Agents,"Xiao Yu, Baolin Peng, Ruize Xu, Yelong Shen, Pengcheng He, Suman Nath, Nikhil Singh, Jiangfeng Gao, Zhou Yu",2026,arXiv (Cornell University),arXiv:2602.05842,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.05842,papers.csv|pdf_ref|targeted_search
rePIRL: Learn PRM with Inverse RL for LLM Reasoning,"Xian Wu, Kaijie Zhu, Ying Zhang, Lun Wang, Wenbo Guo",2026,ArXiv,arXiv:2602.07832v1,"Insufficient concrete detail for summary (role=LLM reward module, setting=reward-shaping RL, domain=missing)",arxiv,https://arxiv.org/abs/2602.07832v1,targeted_search
RePO: Bridging On-Policy Learning and Off-Policy Knowledge through Rephrasing Policy Optimization,"Linxuan Xia, Xiaolong Yang, Yongyuan Chen, Enyue Zhao, Deng Cai, Yasheng Wang, Boxi Wu",2026,ArXiv,arXiv:2602.10819v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.10819v1,targeted_search
RePO: Bridging On-Policy Learning and Off-Policy Knowledge through Rephrasing Policy Optimization,"Linxuan Xia, Xiaolong Yang, Yongyuan Chen, Enyue Zhao, Deng Cai, Yasheng Wang, Boxi Wu",2026,arXiv (Cornell University),arXiv:2602.10819,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.10819,targeted_search
RL Based Adaptive Prompt Optimization for User-Centric Structured Sentence Simplification via Small Language Models,"Shubham Satyaprakash Bhatt, Michael S. Hsiao",2026,International Journal of Semantic Computing,10.1142/s1793351x26410035,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W7128767511,papers.csv|targeted_search
RL-VLA$^3$: Reinforcement Learning VLA Accelerating via Full Asynchronism,"Zhong Guan, Haoran Sun, Yongjian Guo, Shuai Di, Xiaodong Bai, Jing Long, Tianyun Zhao, Mingxi Luo, Chen Zhou, Yucheng Guo, Qiming Yang, Wanting Xu, Wen Huang, Yunxuan Ma, Hongke Zhao, Likang Wu, Xiaotie Deng, Xi Xiao, Sheng Wen, Yicheng Gong, Junwu Xiong",2026,ArXiv,arXiv:2602.05765v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.05765v1,targeted_search
"RLAnything: Forge Environment, Policy, and Reward Model in Completely Dynamic RL System","Yinjie Wang, Tianbao Xie, Ke Shen, Mengdi Wang, Ling Yang",2026,ArXiv,arXiv:2602.02488v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.02488v1,pdf_ref|targeted_search
RLinf-USER: A Unified and Extensible System for Real-World Online Policy Learning in Embodied AI,"Hongzhi Zang, Shu'ang Yu, Hao Lin, Tianxing Zhou, Zefang Huang, Zhen Guo, Xin Xu, Jiakai Zhou, Yuze Sheng, Shizhe Zhang, Feng Gao, Wenhao Tang, Yufeng Yue, Quanlu Zhang, Xinlei Chen, Chao Yu, Yu Wang",2026,ArXiv,arXiv:2602.07837v3,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.07837v3,targeted_search
Robust Tool Use via Fission-GRPO: Learning to Recover from Execution Errors,"Zhiwei Zhang, Fei Zhao, Rui Wang, Zezhong Wang, Bin Liang, Jiakang Wang, Yao Hu, Shaosheng Cao, Kam-Fai Wong",2026,ArXiv,arXiv:2601.15625v1,Scope leak markers present: GRPO,arxiv,https://arxiv.org/abs/2601.15625v1,targeted_search
Robust Tool Use via Fission-GRPO: Learning to Recover from Execution Errors,"Zhiwei Zhang, Fei Zhao, Rui Wang, Zezhong Wang, Bin Liang, Jiakang Wang, Yao Hu, Shaosheng Cao, Kam-Fai Wong",2026,ArXiv.org,arXiv:2601.15625,Scope leak markers present: GRPO,arxiv,https://arxiv.org/abs/2601.15625,targeted_search
Rollout-Training Co-Design for Efficient LLM-Based Multi-Agent Reinforcement Learning,"Zhida Jiang, Zhaolong Xing, Jiawei Lu, Yipei Niu, Qingyuan Sang, Liangxu Zhang, Wenquan Dai, Junhua Shu, Jiaxing Wang, Qiangyu Pei, Qiong Chen, Xinyu Liu, Fangming Liu, Ai Han, Zhen Chen, Ke Zhang",2026,ArXiv,arXiv:2602.09578v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.09578v1,papers.csv|targeted_search
Rollout-Training Co-Design for Efficient LLM-Based Multi-Agent Reinforcement Learning,"Zhida Jiang, Zhaolong Xing, Jiawei Lu, Yipei Niu, Qingyuan Sang, Liangxu Zhang, Wenquan Dai, Junhua Shu, Jiaxing Wang, Qiangyu Pei, Qiong Chen, Xinyu Liu, Fangming Liu, Han Ai, Zhen Chen, Ke Zhang",2026,arXiv (Cornell University),arXiv:2602.09578,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.09578,papers.csv|targeted_search
Save the Good Prefix: Precise Error Penalization via Process-Supervised RL to Enhance LLM Reasoning,"Haolin Liu, Dian Yu, Sidi Lu, Yujun Zhou, Rui Liu, Zhenwen Liang, Haitao Mi, Chen-Yu Wei, Dong Yu",2026,ArXiv,arXiv:2601.18984v1,Scope leak markers present: ImproveLLMReasoning,arxiv,https://arxiv.org/abs/2601.18984v1,targeted_search
Save the Good Prefix: Precise Error Penalization via Process-Supervised RL to Enhance LLM Reasoning,"Haolin Liu, Dian Yu, Sidi Lu, Yujun Zhou, Rui Liu, Zhenwen Liang, Haitao Mi, Chen-Yu Wei, Dong Yu",2026,arXiv (Cornell University),arXiv:2601.18984,Scope leak markers present: ImproveLLMReasoning,arxiv,https://arxiv.org/abs/2601.18984,targeted_search
Scaling Agentic Verifier for Competitive Coding,"Zeyao Ma, Jing Zhang, Xiaokang Zhang, Jiaxi Yang, Zongmeng Zhang, Jiajun Zhang, Yuheng Jing, Lei Zhang, Hao Zheng, Wenting Zhao, Junyang Lin, Binyuan Hui",2026,ArXiv,arXiv:2602.04254v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.04254v1,targeted_search
Separate Bombs from Firecrackers: Intention-guided Vulnerability Assessment via LLM,"Hao Shen, Ming Hu, Xiaofei Xie, Jie Li, Xiao He",2026,ACM Transactions on Software Engineering and Methodology,10.1145/3797896,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W7129013812,targeted_search
Seq2Seq2Seq: Lossless Data Compression via Discrete Latent Transformers and Reinforcement Learning,"Mahdi Khodabandeh, Ghazal Shabani, Arash Yousefi Jordehi, Seyed Abolghasem Mirroshandel",2026,ArXiv,arXiv:2602.12146v1,"Insufficient concrete detail for summary (role=LLM-guided policy component, setting=policy optimization RL, domain=missing)",arxiv,https://arxiv.org/abs/2602.12146v1,targeted_search
SkillRL: Evolving Agents via Recursive Skill-Augmented Reinforcement Learning,"Peng Xia, Jianwen Chen, Hanyang Wang, Jiaqi Liu, Kaide Zeng, Yu Wang, Siwei Han, Yiyang Zhou, Xujiang Zhao, Haifeng Chen, Zeyu Zheng, Cihang Xie, Huaxiu Yao",2026,ArXiv,arXiv:2602.08234v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.08234v1,targeted_search
SplitCom: Communication-efficient Split Federated Fine-tuning of LLMs via Temporal Compression,"Tao Li, Yulin Tang, Yiyang Song, Cong Wu, Xihui Liu, Pan Li, Xianhao Chen",2026,ArXiv,arXiv:2602.10564v2,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.10564v2,targeted_search
Temperature as a Meta-Policy: Adaptive Temperature in LLM Reinforcement Learning,"Haoran Dang, Cuiling Lan, Hai Wan, Xibin Zhao, Yan Lu",2026,ArXiv,arXiv:2602.11779v1,"Scope leak markers present: GRPO, ImproveLLMReasoning",arxiv,https://arxiv.org/abs/2602.11779v1,targeted_search
Temperature as a Meta-Policy: Adaptive Temperature in LLM Reinforcement Learning,"Haoran Dang, Cuiling Lan, Hai Wan, Xibin Zhao, Yan Lu",2026,ArXiv.org,arXiv:2602.11779,"Scope leak markers present: GRPO, ImproveLLMReasoning",arxiv,https://arxiv.org/abs/2602.11779,targeted_search
TikArt: Aperture-Guided Observation for Fine-Grained Visual Reasoning via Reinforcement Learning,"Hao Ding, Zhichuan Yang, Weijie Ge, Ziqin Gao, Chaoyi Lu, Lei Zhao",2026,ArXiv,arXiv:2602.14482v1,Scope leak markers present: GRPO,arxiv,https://arxiv.org/abs/2602.14482v1,targeted_search
TKG-Thinker: Towards Dynamic Reasoning over Temporal Knowledge Graphs via Agentic Reinforcement Learning,"Zihao Jiang, Miao Peng, Zhenyan Shan, Wenjie Xu, Ben Liu, Gong Chen, Ziqi Gao, Min Peng",2026,ArXiv,arXiv:2602.05818v2,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.05818v2,targeted_search
ToolSafe: Enhancing Tool Invocation Safety of LLM-based agents via Proactive Step-level Guardrail and Feedback,"Yutao Mou, Zhangchi Xue, Lijun Li, Peiyang Liu, Shikun Zhang, Wei Ye, Jing Shao",2026,ArXiv,arXiv:2601.10156v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2601.10156v1,targeted_search
Training Reasoning Models on Saturated Problems via Failure-Prefix Conditioning,"Minwu Kim, Safal Shrestha, Zijian Zhou",2026,arXiv (Cornell University),arXiv:2601.20829,"Insufficient concrete detail for summary (role=LLM reward module, setting=reward-shaping RL, domain=missing)",arxiv,https://arxiv.org/abs/2601.20829,targeted_search
TwinRL-VLA: Digital Twin-Driven Reinforcement Learning for Real-World Robotic Manipulation,"Qinwen Xu, Jiaming Liu, Rui Zhou, Shaojun Shi, Nuowei Han, Zhuoyang Liu, Chenyang Gu, Shuo Gu, Yang Yue, Gao Huang, Wenzhao Zheng, Sirui Han, Peng Jia, Shanghang Zhang",2026,ArXiv,arXiv:2602.09023v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.09023v1,targeted_search
Understanding Degradation with Vision Language Model,"Guanzhou Lan, Chenyi Liao, Yuqi Yang, Qianli Ma, Zhigang Wang, Dong Wang, Bin Zhao, Xuelong Li",2026,ArXiv,arXiv:2602.04565v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.04565v1,pdf_ref|targeted_search
V-Retrver: Evidence-Driven Agentic Reasoning for Universal Multimodal Retrieval,"Dongyang Chen, Chaoyang Wang, Dezhao SU, Xi Xiao, Zeyu Zhang, Jing Xiong, Qing Li, Yuzhang Shang, Shichao Ka",2026,ArXiv,arXiv:2602.06034v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.06034v1,targeted_search
Verified Critical Step Optimization for LLM Agents,"Mukai Li, Qingcheng Zeng, Tianqing Fang, Zhenwen Liang, Linfeng Song, Qi Liu, Haitao Mi, Dong Yu",2026,ArXiv,arXiv:2602.03412v1,"Scope leak markers present: DPO, PostTraining",arxiv,https://arxiv.org/abs/2602.03412v1,targeted_search
VLM-Guided Experience Replay,"Elad Sharony, Tom Jurgenson, Orr Krupnik, Dotan Di Castro, Shie Mannor",2026,ArXiv,arXiv:2602.01915v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.01915v1,targeted_search
W2S-AlignTree: Weak-to-Strong Inference-Time Alignment for Large Language Models via Monte Carlo Tree Search,"Association for Artificial Intelligence 2026, Zhenyu Ding, Ning Ding, Caigui Jiang, Guojun Ma, Minyang Wan, Haoying Wang, Yuhao Wang, Tengyue Xiao",2026,Underline Science Inc.,10.48448/78sq-qf23,"Scope leak markers present: RLHF, Alignment",openalex,https://openalex.org/W7128686424,papers.csv|pdf_ref|targeted_search
W2S-AlignTree: Weak-to-Strong Inference-Time Alignment for Large Language Models via Monte Carlo Tree Search,"Association for Artificial Intelligence 2026, Zhenyu Ding, Ning Ding, Caigui Jiang, Guojun Ma, Minyang Wan, Haoying Wang, Yuhao Wang, Tengyue Xiao",2026,Underline Science Inc.,10.48448/fknm-cn17,"Scope leak markers present: RLHF, Alignment",openalex,https://openalex.org/W7128696138,papers.csv|pdf_ref|targeted_search
When and What to Ask: AskBench and Rubric-Guided RLVR for LLM Clarification,"Jiale Zhao, Ke Fang, Lu Cheng",2026,ArXiv,arXiv:2602.11199v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.11199v1,targeted_search
When and What to Ask: AskBench and Rubric-Guided RLVR for LLM Clarification,"Jiale Zhao, Ke Fang, Lu Cheng",2026,arXiv (Cornell University),arXiv:2602.11199,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2602.11199,targeted_search
When Silence Is Golden: Can LLMs Learn to Abstain in Temporal QA and Beyond?,"Xinyu Zhou, Chang Jin, Carsten Eickhoff, Zhijiang Guo, Seyed Ali Bahrainian",2026,ArXiv,arXiv:2602.04755v1,"Insufficient concrete detail for summary (role=LLM reward module, setting=reward-shaping RL, domain=missing)",arxiv,https://arxiv.org/abs/2602.04755v1,targeted_search
When Silence Is Golden: Can LLMs Learn to Abstain in Temporal QA and Beyond?,"Xinyu Zhou, Chang Jin, Carsten Eickhoff, Zhijiang Guo, Seyed Ali Bahrainian",2026,ArXiv.org,arXiv:2602.04755,"Insufficient concrete detail for summary (role=LLM reward module, setting=reward-shaping RL, domain=missing)",arxiv,https://arxiv.org/abs/2602.04755,targeted_search
World-VLA-Loop: Closed-Loop Learning of Video World Model and VLA Policy,"Xiaokang Liu, Zechen Bai, Hai Ci, Kevin Yuchen Ma, Mike Zheng Shou",2026,ArXiv,arXiv:2602.06508v1,"Scope leak markers present: Alignment, PostTraining",arxiv,https://arxiv.org/abs/2602.06508v1,pdf_ref|targeted_search
WoVR: World Models as Reliable Simulators for Post-Training VLA Policies with RL,"Zhennan Jiang, Shangqing Zhou, Yutong Jiang, Zefang Huang, Mingjie Wei, Yuhui Chen, Tianxing Zhou, Zhen Guo, Hao Lin, Quanlu Zhang, Yu Wang, Haoran Li, Chao Yu, Dongbin Zhao",2026,ArXiv,arXiv:2602.13977v1,"Scope leak markers present: Alignment, PostTraining",arxiv,https://arxiv.org/abs/2602.13977v1,targeted_search
Attention Is All You Need,"Ashish Vaswani, Noam Shazeer, Niki Parmar, Jakob Uszkoreit, Llion Jones, Aidan N. Gomez, Łukasz Kaiser, Illia Polosukhin",2025,Unknown venue,10.48550/arxiv.1706.03762,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=interactive control benchmarks)",openalex,https://openalex.org/W2626778328,pdf_ref
The rise and potential of large language model based agents: a survey,"Zhiheng Xi, Wen-Xiang Chen, Xin Hua Guo, Wei He, Yiwen Ding, Boyang Hong, Ming Zhang, Junzhe Wang, Senjie Jin, Enyu Zhou, Rui Zheng, Xiaoran Fan, Xiao Wang, Limao Xiong, Y. Z. Zhou, Weiran Wang, Changhao Jiang, Yicheng Zou, Xiangyang Liu, Zhangyue Yin, Shihan Dou, Rongxiang Weng, Wenjuan Qin, Yongyan Zheng, Xipeng Qiu, Xuanjing Huang, Qi Zhang, Tao Gui",2025,Science China Information Sciences,10.1007/s11432-024-4222-0,"Insufficient concrete detail for summary (role=LLM-guided policy component, setting=policy optimization RL, domain=missing)",openalex,https://openalex.org/W4406800520,citation_expand|papers.csv|pdf_ref
Learning from models beyond fine-tuning,"Hongling Zheng, Li Shen, Anke Tang, Yong Luo, Han Hu, Bo Du, Yonggang Wen, Dacheng Tao",2025,Nature Machine Intelligence,10.1038/s42256-024-00961-0,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",openalex,https://openalex.org/W4406472599,citation_expand|papers.csv
Embedding high-resolution touch across robotic hands enables adaptive human-like grasping,"Zihang Zhao, Wanlin Li, Yuyang Li, Tengyu Liu, Boren Li, Meng Wang, Kai Du, Hangxin Liu, Yixin Zhu, Qining Wang, Kaspar Althoefer, Song-Chun Zhu",2025,Nature Machine Intelligence,10.1038/s42256-025-01053-3,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=robotics manipulation/control)",openalex,https://openalex.org/W4411157391,citation_expand
LLM-Based Multi-Agent Decision-Making: Challenges and Future Directions,"Chuanneng Sun, Songjun Huang, Dario Pompili",2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3562371,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4409580926,citation_expand
Empowering natural human-robot collaboration through multimodal language models and spatial intelligence: Pathways and perspectives,"Duidi Wu, Pai Zheng, Qianyou Zhao, Shuo Zhang, Jin Qi, Jie Hu, Guo‐Niu Zhu, Lihui Wang",2025,Robotics and Computer-Integrated Manufacturing,10.1016/j.rcim.2025.103064,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=robotics manipulation/control)",openalex,https://openalex.org/W4411206891,citation_expand|papers.csv
Agentic AI: The age of reasoning-A review,"Ume Nisa, M. Reza Shirazi, Mohamed Ali Saip, Muhammad Syafiq Mohd Pozi",2025,Journal of Automation and Intelligence,10.1016/j.jai.2025.08.003,"Insufficient concrete detail for summary (role=LLM-guided policy component, setting=policy optimization RL, domain=missing)",openalex,https://openalex.org/W4413780653,citation_expand
Multi-agent systems powered by large language models: applications in swarm intelligence,"Cristian Jimenez-Romero, Alper Yegenoglu, Christian Blum",2025,Frontiers in Artificial Intelligence,10.3389/frai.2025.1593017,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4410551457,citation_expand|papers.csv|pdf_ref
CCMA: A framework for cascading cooperative multi-agent in autonomous driving merging using Large Language Models,"Miao Zhang, Zhenlong Fang, Tianyi Wang, Shuai Lu, Xueqian Wang, Tianyu Shi",2025,Expert Systems with Applications,10.1016/j.eswa.2025.127717,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4409738260,citation_expand|papers.csv|pdf_ref
Generative AI in Fashion: Overview,"Wei-Pei Shi, Wai Keung Wong, Xingxing Zou",2025,ACM Transactions on Intelligent Systems and Technology,10.1145/3718098,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=interactive control benchmarks)",openalex,https://openalex.org/W4407682177,citation_expand
PlotGen: Multi-Agent LLM-based Scientific Data Visualization via Multimodal Retrieval Feedback,"Kanika Goswami, Puneet Mathur, Ryan A. Rossi, Franck Dernoncourt",2025,Unknown venue,10.1145/3701716.3716888,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4411549450,citation_expand
Benchmarking Large Language Models on Homework Assessment in Circuit Analysis,"Liangliang Chen, Zhihao Qin, Yiming Guo, Jacqueline Rohde, Ying Zhang",2025,International Journal of Artificial Intelligence in Education,10.1007/s40593-025-00501-w,"Insufficient concrete detail for summary (role=LLM tool-use decision module, setting=missing, domain=robotics manipulation/control)",openalex,https://openalex.org/W4413016144,citation_expand|papers.csv|pdf_ref
Division-of-Thoughts: Harnessing Hybrid Language Model Synergy for Efficient On-Device Agents,"Chenyang Shao, Xuefei Hu, Y. Joseph Lin, Fengli Xu",2025,Unknown venue,10.1145/3696410.3714765,"Insufficient concrete detail for summary (role=LLM-guided policy component, setting=policy optimization RL, domain=missing)",openalex,https://openalex.org/W4409671481,citation_expand|pdf_ref
Accuracy-Aware MLLM Task Offloading and Resource Allocation in UAV-Assisted Satellite Edge Computing,"Huabing Yan, Hualong Huang, Zijia Zhao, Zhi Wang, Zitian Zhao, Zitian Zhao, Zitian Zhao",2025,Drones,10.3390/drones9070500,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W4412474366,targeted_search
Evolutionary Reinforcement Learning with LLM-Based Hyperparameter Adaptation,"Beining Chen, Feng-Feng Wei, Wei-Neng Chen",2025,Unknown venue,10.1109/icaci65340.2025.11096189,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=policy optimization RL, domain=missing)",openalex,https://openalex.org/W4412830299,citation_expand|papers.csv
From Operation to Cognition: Automatic Modeling Cognitive Dependencies from User Demonstrations for GUI Task Automation,"Yiwen Yin, Yu Mei, Chun Yu, Toby Jia-Jun Li, Aamir Khan Jadoon, Shengke Cheng, Weinan Shi, M.Y. Chen, Yuanchun Shi",2025,Unknown venue,10.1145/3706598.3713356,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=interactive control benchmarks)",openalex,https://openalex.org/W4409735433,citation_expand
GenerativeGUI: Dynamic GUI Generation Leveraging LLMs for Enhanced User Interaction on Chat Interfaces,"Nobukatsu Hojo, Kazutoshi Shinoda, Yoshihiro Yamazaki, Keita Suzuki, Hiroaki Sugiyama, Kyosuke Nishida, Kuniko Saito",2025,Unknown venue,10.1145/3706599.3719743,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",openalex,https://openalex.org/W4409719694,citation_expand
Unifying Modern AI with Robotics: Survey on MDPs with Diffusion and Foundation Models,"Zhaofan Zhang, Rufeng Chen, Zhejian Yang, Sihong Xie, Hechang Chen, Hui Xiong",2025,Unknown venue,10.36227/techrxiv.174494994.46313754/v1,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=robotics manipulation/control)",openalex,https://openalex.org/W4409587791,citation_expand
A Goal Without a Plan Is Just a Wish: Efficient and Effective Global Planner Training for Long-Horizon Agent Tasks,"Shuzheng Si, Haozhe Zhao, Kangyang Luo, Gang Chen, Fanchao Qi, Minjia Zhang, Baobao Chang, Maosong Sun",2025,arXiv (Cornell University),arXiv:2510.05608,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2510.05608,pdf_ref|targeted_search
Acting Less is Reasoning More! Teaching Model to Act Efficiently,"Hongru Wang, Cheng Qian, Wanjun Zhong, Xiusi Chen, Jiahao Qiu, Shijue Huang, Bowen Jin, Mengdi Wang, Kam-Fai Wong, Heng Ji",2025,ArXiv,arXiv:2504.14870v2,"Scope leak markers present: GRPO, PreferenceOptimization",arxiv,https://arxiv.org/abs/2504.14870v2,pdf_ref|targeted_search
Agentic Reasoning and Tool Integration for LLMs via Reinforcement Learning,"Joykirat Singh, Raghav Magazine, Yash Pandya, Akshay Nambi",2025,ArXiv,arXiv:2505.01441v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2505.01441v1,targeted_search
AutoTool: Dynamic Tool Selection and Integration for Agentic Reasoning,"Jiaru Zou, Ling Yang, Yunzhe Qi, Sirui Chen, Mengting Ai, Ke Shen, Jingrui He, Mengdi Wang",2025,ArXiv,arXiv:2512.13278v1,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2512.13278v1,targeted_search
Building Emotional Intelligence into Digital Therapy AI Agents through Neurofeedback,"Nallaperuma, Sam, Balse, Rishabh, Kozsut, Sonia, Lio, Pietro, Bevan, Anna, Bekinschtein, Tristan",2025,Apollo (University of Cambridge),10.17863/cam.123923,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W7114929272,targeted_search
CompassVerifier: A Unified and Robust Verifier for LLMs Evaluation and Outcome Reward,"Association for Computational Linguistics 2025, Chen, Kai, Gao, Songyang, Gu, Yuzhe, Liu, Hongwei, Liu, Shudong, Liu, Junnan, Lyu, Chengqi, Wong, Derek F., Xiao, Linchen, Zhang, Wenwei, Zhang, Songyang",2025,Underline Science Inc.,10.48448/83m7-vr90,Ambiguous directionality or insufficient detail in abstract,openalex,https://openalex.org/W7106788101,targeted_search
DeepPlanner: Scaling Planning Capability for Deep Research Agents via Advantage Shaping,"Wei Fan, Wenlin Yao, Zheng Li, Feng Yao, Xin Liu, Liang Qiu, Qingyu Yin, Yonghui Song, Bing Yin",2025,arXiv (Cornell University),arXiv:2510.12979,Ambiguous directionality or insufficient detail in abstract,arxiv,https://arxiv.org/abs/2510.12979,targeted_search
Diseño de recompensas mediante LLMs para tareas de manipulación robótica,"Jeferson Morais Da Costa, Santiago Timoteo Puente Méndez, Ignacio de Loyola Páez-Ubieta",2025,Simposios del Comité Español de Automática (CEA),10.64117/simposioscea.v1i1.24,"Insufficient concrete detail for summary (role=LLM reasoning module, setting=missing, domain=missing)",openalex,https://openalex.org/W4411487410,citation_expand
Encouraging Good Processes Without the Need for Good Answers: Reinforcement Learning for LLM Agent Planning,"Zhiwei Li, Yong Hu, Wenqing Wang",2025,ArXiv,arXiv:2508.19598v1,"Insufficient concrete detail for summary (role=LLM planner, setting=planning-augmented RL, domain=missing)",arxiv,https://arxiv.org/abs/2508.19598v1,targeted_search
Evaluation of character creation of large language models,"Yuhui Wang, Yang An, Yifan Zhou, Chao Yao, Xiaorui Sun, Wenjie Sun",2025,Advances in Engineering Innovation,10.54254/2977-3903/2025.20514,"Insufficient concrete detail for summary (role=LLM-augmented RL architecture module, setting=missing, domain=missing)",openalex,https://openalex.org/W4406404555,citation_expand|papers.csv|pdf_ref
